Rider_Name,Season,Points,Racedays,KMs_Rode,Wins,Top_10s
matthias krizek,2007.0,0.0,5.0,791.0,0.0,0.0
matthias krizek,2006.0,72.0,17.0,1572.0,0.0,2.0
matthias krizek,2005.0,0.0,8.0,840.0,0.0,0.0
hubert dupont,2019.0,59.0,68.0,11329.0,0.0,0.0
hubert dupont,2018.0,151.0,77.0,12300.0,0.0,0.0
hubert dupont,2017.0,190.0,67.0,10715.0,0.0,0.0
hubert dupont,2016.0,302.0,75.0,11749.0,0.0,2.0
hubert dupont,2015.0,73.0,83.0,13171.0,0.0,0.0
hubert dupont,2014.0,185.0,82.0,12806.0,0.0,1.0
hubert dupont,2013.0,99.0,90.0,14410.0,0.0,0.0
hubert dupont,2012.0,329.0,67.0,10832.0,0.0,2.0
hubert dupont,2011.0,361.0,81.0,13073.0,0.0,1.0
hubert dupont,2010.0,161.0,81.0,12592.0,0.0,0.0
hubert dupont,2009.0,136.0,81.0,12679.0,0.0,0.0
hubert dupont,2008.0,135.0,92.0,14149.0,0.0,1.0
hubert dupont,2007.0,277.0,90.0,14148.0,0.0,0.0
hubert dupont,2006.0,174.0,94.0,14926.0,0.0,0.0
hubert dupont,2005.0,35.0,60.0,9330.0,0.0,0.0
hubert dupont,2004.0,28.0,24.0,3524.0,1.0,3.0
hubert dupont,2003.0,0.0,1.0,0.0,0.0,0.0
alessandro iacchi,2022.0,0.0,3.0,370.0,0.0,0.0
alessandro iacchi,2021.0,0.0,31.0,4240.0,0.0,0.0
alessandro iacchi,2020.0,0.0,25.0,3588.0,0.0,0.0
alessandro iacchi,2019.0,0.0,21.0,2632.0,0.0,0.0
alessandro iacchi,2018.0,0.0,5.0,824.0,0.0,0.0
alessandro iacchi,2017.0,8.0,3.0,394.0,0.0,0.0
alessandro iacchi,2016.0,0.0,1.0,135.0,0.0,0.0
nathan haas,2021.0,29.0,44.0,6938.0,0.0,0.0
nathan haas,2020.0,154.0,56.0,9142.0,0.0,1.0
nathan haas,2019.0,87.0,58.0,9244.0,0.0,0.0
nathan haas,2018.0,503.0,60.0,8722.0,1.0,5.0
nathan haas,2017.0,500.0,48.0,7783.0,0.0,2.0
nathan haas,2016.0,275.0,74.0,10928.0,1.0,2.0
nathan haas,2015.0,186.0,65.0,9831.0,0.0,2.0
nathan haas,2014.0,516.0,91.0,13703.0,2.0,4.0
nathan haas,2013.0,97.0,69.0,10523.0,0.0,1.0
nathan haas,2012.0,154.0,75.0,11276.0,1.0,2.0
nathan haas,2011.0,282.0,14.0,1893.0,2.0,6.0
nathan haas,2010.0,8.0,13.0,1477.0,0.0,0.0
nathan haas,2009.0,0.0,1.0,56.0,0.0,0.0
cadel evans,2015.0,241.0,8.0,1170.0,0.0,2.0
cadel evans,2014.0,1208.0,90.0,14053.0,5.0,11.0
cadel evans,2013.0,752.0,70.0,11244.0,1.0,5.0
cadel evans,2012.0,952.0,55.0,8347.0,3.0,8.0
cadel evans,2011.0,2009.0,57.0,8504.0,5.0,13.0
cadel evans,2010.0,1603.0,68.0,11672.0,2.0,12.0
cadel evans,2009.0,1824.0,89.0,13626.0,3.0,13.0
cadel evans,2008.0,1821.0,67.0,10770.0,4.0,14.0
cadel evans,2007.0,1992.0,88.0,13880.0,2.0,9.0
cadel evans,2006.0,1409.0,88.0,14293.0,2.0,11.0
cadel evans,2005.0,920.0,80.0,12612.0,1.0,2.0
cadel evans,2004.0,483.0,83.0,13150.0,2.0,4.0
cadel evans,2003.0,53.0,47.0,6516.0,0.0,0.0
cadel evans,2002.0,865.0,70.0,10667.0,2.0,9.0
cadel evans,2001.0,510.0,32.0,5187.0,4.0,6.0
cadel evans,2000.0,0.0,6.0,728.0,0.0,0.0
cadel evans,1999.0,42.0,13.0,1312.0,2.0,3.0
cadel evans,1998.0,5.0,5.0,340.0,0.0,0.0
andrew fenn,2018.0,76.0,57.0,8764.0,0.0,0.0
andrew fenn,2017.0,3.0,51.0,7963.0,0.0,0.0
andrew fenn,2016.0,52.0,59.0,9238.0,0.0,1.0
andrew fenn,2015.0,34.0,58.0,9327.0,0.0,1.0
andrew fenn,2014.0,146.0,62.0,9771.0,0.0,1.0
andrew fenn,2013.0,161.0,72.0,10938.0,0.0,3.0
andrew fenn,2012.0,337.0,69.0,10986.0,2.0,5.0
andrew fenn,2011.0,91.0,69.0,10792.0,2.0,4.0
andrew fenn,2010.0,17.0,31.0,4170.0,0.0,2.0
andrew fenn,2009.0,0.0,22.0,3109.0,0.0,0.0
andrew fenn,2008.0,158.0,12.0,1297.0,1.0,2.0
andrew fenn,2007.0,0.0,6.0,424.0,0.0,0.0
marco corsini,2009.0,0.0,8.0,1253.0,0.0,0.0
marco corsini,2008.0,90.0,33.0,4844.0,0.0,1.0
marco corsini,2007.0,22.0,24.0,3610.0,0.0,0.0
marco corsini,2006.0,1.0,16.0,2169.0,0.0,1.0
marco corsini,2005.0,0.0,4.0,585.0,0.0,0.0
marco corsini,2003.0,0.0,3.0,430.0,0.0,0.0
marco corsini,2001.0,0.0,2.0,314.0,0.0,1.0
inigo landaluze intxaurraga,2009.0,54.0,39.0,5587.0,0.0,0.0
inigo landaluze intxaurraga,2008.0,313.0,76.0,12052.0,0.0,1.0
inigo landaluze intxaurraga,2007.0,191.0,76.0,11521.0,0.0,1.0
inigo landaluze intxaurraga,2006.0,157.0,59.0,9449.0,0.0,2.0
inigo landaluze intxaurraga,2005.0,366.0,52.0,8969.0,1.0,2.0
inigo landaluze intxaurraga,2004.0,276.0,58.0,9311.0,0.0,0.0
inigo landaluze intxaurraga,2003.0,117.0,62.0,9846.0,0.0,0.0
inigo landaluze intxaurraga,2002.0,74.0,23.0,3190.0,0.0,1.0
inigo landaluze intxaurraga,2001.0,55.0,21.0,3232.0,0.0,0.0
inigo landaluze intxaurraga,2000.0,0.0,1.0,0.0,0.0,0.0
dimitri peyskens,2022.0,10.0,18.0,2839.0,0.0,0.0
dimitri peyskens,2021.0,6.0,49.0,7864.0,0.0,0.0
dimitri peyskens,2020.0,13.0,29.0,4622.0,0.0,0.0
dimitri peyskens,2019.0,146.0,64.0,10339.0,0.0,0.0
dimitri peyskens,2018.0,94.0,70.0,11491.0,0.0,0.0
dimitri peyskens,2017.0,172.0,60.0,10015.0,0.0,2.0
dimitri peyskens,2016.0,3.0,39.0,6197.0,0.0,0.0
dimitri peyskens,2015.0,8.0,36.0,6246.0,0.0,0.0
dimitri peyskens,2014.0,0.0,32.0,4872.0,0.0,0.0
dimitri peyskens,2013.0,1.0,34.0,4604.0,0.0,0.0
dimitri peyskens,2012.0,0.0,20.0,3224.0,0.0,0.0
dimitri peyskens,2011.0,0.0,17.0,2381.0,0.0,0.0
dimitri peyskens,2010.0,0.0,6.0,1056.0,0.0,0.0
dimitri peyskens,2009.0,30.0,12.0,1252.0,0.0,0.0
dimitri peyskens,2008.0,2.0,8.0,844.0,0.0,0.0
alessandro spezialetti,2012.0,35.0,48.0,7503.0,0.0,0.0
alessandro spezialetti,2011.0,35.0,79.0,12134.0,0.0,0.0
alessandro spezialetti,2010.0,41.0,52.0,8391.0,0.0,0.0
alessandro spezialetti,2009.0,26.0,44.0,7173.0,0.0,0.0
alessandro spezialetti,2008.0,30.0,60.0,9127.0,0.0,0.0
alessandro spezialetti,2007.0,143.0,53.0,9092.0,0.0,0.0
alessandro spezialetti,2006.0,85.0,75.0,12158.0,0.0,0.0
alessandro spezialetti,2005.0,15.0,43.0,6272.0,0.0,0.0
alessandro spezialetti,2004.0,75.0,77.0,12417.0,0.0,0.0
alessandro spezialetti,2003.0,123.0,52.0,8558.0,0.0,2.0
alessandro spezialetti,2002.0,53.0,62.0,9515.0,0.0,0.0
alessandro spezialetti,2001.0,36.0,42.0,6188.0,0.0,0.0
alessandro spezialetti,2000.0,43.0,50.0,7548.0,0.0,0.0
alessandro spezialetti,1999.0,224.0,41.0,7170.0,0.0,1.0
alessandro spezialetti,1998.0,33.0,25.0,4330.0,0.0,0.0
alessandro spezialetti,1997.0,12.0,22.0,3733.0,0.0,0.0
alessandro spezialetti,1996.0,2.0,1.0,94.0,0.0,1.0
filippo tagliani,2022.0,18.0,13.0,1930.0,0.0,1.0
filippo tagliani,2021.0,65.0,59.0,8805.0,0.0,0.0
filippo tagliani,2020.0,0.0,5.0,638.0,0.0,0.0
filippo tagliani,2019.0,1.0,9.0,1277.0,0.0,0.0
filippo tagliani,2018.0,1.0,14.0,2159.0,0.0,1.0
filippo tagliani,2017.0,42.0,40.0,5418.0,3.0,4.0
filippo tagliani,2016.0,0.0,22.0,3020.0,0.0,0.0
filippo tagliani,2015.0,0.0,13.0,1407.0,0.0,0.0
filippo tagliani,2014.0,0.0,2.0,175.0,0.0,0.0
filippo tagliani,2013.0,3.0,1.0,124.0,0.0,0.0
filippo tagliani,2012.0,0.0,2.0,162.0,0.0,0.0
nicola venchiarutti,2022.0,2.0,4.0,717.0,0.0,0.0
nicola venchiarutti,2021.0,33.0,55.0,8790.0,0.0,0.0
nicola venchiarutti,2020.0,7.0,24.0,3255.0,0.0,0.0
nicola venchiarutti,2019.0,47.0,48.0,6094.0,3.0,5.0
nicola venchiarutti,2018.0,14.0,29.0,3702.0,0.0,1.0
nicola venchiarutti,2017.0,0.0,10.0,1045.0,0.0,0.0
nicola venchiarutti,2016.0,10.0,6.0,637.0,0.0,0.0
nicola venchiarutti,2015.0,0.0,4.0,379.0,0.0,0.0
jeffry romero,2017.0,0.0,1.0,239.0,0.0,0.0
jeffry romero,2016.0,1.0,23.0,3150.0,0.0,1.0
jeffry romero,2015.0,7.0,14.0,1885.0,0.0,1.0
jeffry romero,2014.0,45.0,65.0,9862.0,1.0,2.0
jeffry romero,2013.0,38.0,46.0,7118.0,0.0,0.0
jeffry romero,2012.0,84.0,43.0,6894.0,0.0,1.0
jeffry romero,2011.0,2.0,14.0,2080.0,0.0,1.0
jeffry romero,2009.0,0.0,11.0,1704.0,0.0,0.0
jeffry romero,2008.0,6.0,20.0,2511.0,1.0,2.0
jeffry romero,2007.0,50.0,2.0,162.0,0.0,0.0
scott stewart,2011.0,2.0,42.0,5701.0,0.0,1.0
scott stewart,2010.0,2.0,28.0,3422.0,0.0,0.0
scott stewart,2009.0,0.0,1.0,162.0,0.0,1.0
scott stewart,2008.0,0.0,2.0,179.0,0.0,0.0
scott stewart,2007.0,0.0,4.0,348.0,0.0,0.0
scott stewart,2006.0,0.0,1.0,30.0,0.0,0.0
andre looij,2020.0,7.0,20.0,2801.0,0.0,0.0
andre looij,2019.0,6.0,40.0,5237.0,0.0,1.0
andre looij,2018.0,191.0,47.0,7198.0,2.0,6.0
andre looij,2017.0,144.0,68.0,11107.0,0.0,0.0
andre looij,2016.0,57.0,59.0,9234.0,0.0,0.0
andre looij,2015.0,147.0,58.0,9219.0,0.0,1.0
andre looij,2014.0,80.0,39.0,6534.0,3.0,5.0
andre looij,2013.0,67.0,13.0,1265.0,1.0,3.0
benoit sinner,2019.0,0.0,7.0,1069.0,0.0,0.0
benoit sinner,2018.0,0.0,1.0,45.0,0.0,0.0
benoit sinner,2017.0,0.0,12.0,1969.0,0.0,0.0
benoit sinner,2016.0,20.0,45.0,7337.0,1.0,3.0
benoit sinner,2015.0,19.0,48.0,6892.0,0.0,0.0
benoit sinner,2014.0,8.0,20.0,3153.0,0.0,1.0
benoit sinner,2013.0,8.0,10.0,1465.0,1.0,1.0
benoit sinner,2012.0,0.0,23.0,3197.0,0.0,0.0
benoit sinner,2011.0,0.0,20.0,3144.0,0.0,0.0
benoit sinner,2009.0,43.0,44.0,7307.0,0.0,2.0
benoit sinner,2008.0,26.0,62.0,9594.0,0.0,0.0
benoit sinner,2007.0,32.0,63.0,9300.0,0.0,0.0
benoit sinner,2006.0,75.0,61.0,8491.0,1.0,3.0
benoit sinner,2005.0,33.0,31.0,4287.0,2.0,7.0
benoit sinner,2004.0,2.0,8.0,939.0,0.0,2.0
florian vachon,2020.0,20.0,19.0,2782.0,1.0,1.0
florian vachon,2019.0,35.0,70.0,11003.0,0.0,0.0
florian vachon,2018.0,60.0,76.0,11312.0,0.0,0.0
florian vachon,2017.0,116.0,84.0,13843.0,0.0,1.0
florian vachon,2016.0,140.0,77.0,13052.0,0.0,1.0
florian vachon,2015.0,358.0,89.0,14460.0,0.0,4.0
florian vachon,2014.0,148.0,75.0,13243.0,1.0,1.0
florian vachon,2013.0,240.0,64.0,10517.0,0.0,3.0
florian vachon,2012.0,249.0,73.0,12031.0,3.0,3.0
florian vachon,2011.0,97.0,55.0,8984.0,0.0,3.0
florian vachon,2010.0,303.0,65.0,10486.0,3.0,4.0
florian vachon,2009.0,136.0,70.0,11507.0,1.0,2.0
florian vachon,2008.0,78.0,49.0,8174.0,0.0,3.0
florian vachon,2007.0,56.0,29.0,4436.0,2.0,4.0
florian vachon,2006.0,0.0,1.0,162.0,0.0,0.0
florian vachon,2004.0,0.0,1.0,162.0,0.0,0.0
florian vachon,2003.0,45.0,4.0,428.0,0.0,0.0
florian vachon,2002.0,28.0,1.0,0.0,0.0,0.0
marco tizza,2022.0,15.0,16.0,2535.0,0.0,0.0
marco tizza,2021.0,50.0,29.0,4752.0,0.0,0.0
marco tizza,2020.0,98.0,21.0,3503.0,0.0,0.0
marco tizza,2019.0,195.0,58.0,9286.0,2.0,3.0
marco tizza,2018.0,206.0,56.0,9362.0,0.0,3.0
marco tizza,2017.0,83.0,46.0,7434.0,0.0,1.0
marco tizza,2016.0,141.0,44.0,6626.0,0.0,0.0
marco tizza,2015.0,30.0,56.0,8813.0,0.0,1.0
marco tizza,2014.0,0.0,3.0,412.0,0.0,0.0
marco tizza,2013.0,0.0,4.0,556.0,0.0,0.0
marco tizza,2012.0,0.0,12.0,1793.0,0.0,0.0
marco tizza,2011.0,0.0,3.0,463.0,0.0,0.0
marco tizza,2010.0,40.0,9.0,637.0,0.0,0.0
marco tizza,2009.0,14.0,7.0,626.0,0.0,0.0
oleg chuzhda,2013.0,0.0,3.0,476.0,0.0,0.0
oleg chuzhda,2012.0,9.0,25.0,3619.0,0.0,0.0
oleg chuzhda,2011.0,26.0,60.0,9614.0,0.0,1.0
oleg chuzhda,2010.0,44.0,47.0,6824.0,1.0,2.0
oleg chuzhda,2009.0,81.0,54.0,8012.0,1.0,1.0
oleg chuzhda,2008.0,161.0,56.0,8716.0,1.0,1.0
oleg chuzhda,2007.0,3.0,53.0,7151.0,0.0,0.0
oleg chuzhda,2006.0,0.0,21.0,3253.0,0.0,0.0
oleg chuzhda,2005.0,0.0,6.0,890.0,0.0,0.0
oleg chuzhda,2003.0,0.0,2.0,145.0,0.0,0.0
oleg chuzhda,2002.0,0.0,1.0,128.0,0.0,0.0
martijn verschoor,2017.0,20.0,46.0,7154.0,0.0,0.0
martijn verschoor,2016.0,27.0,72.0,10489.0,0.0,0.0
martijn verschoor,2015.0,59.0,73.0,11139.0,0.0,0.0
martijn verschoor,2014.0,2.0,80.0,11410.0,0.0,1.0
martijn verschoor,2013.0,17.0,69.0,10047.0,0.0,0.0
martijn verschoor,2012.0,5.0,70.0,11343.0,0.0,0.0
martijn verschoor,2011.0,40.0,70.0,10153.0,1.0,2.0
martijn verschoor,2010.0,0.0,15.0,1980.0,0.0,0.0
martijn verschoor,2009.0,5.0,11.0,1712.0,0.0,0.0
martijn verschoor,2008.0,2.0,10.0,1300.0,0.0,0.0
martijn verschoor,2007.0,0.0,1.0,162.0,0.0,0.0
aime de gendt,2022.0,20.0,22.0,3495.0,0.0,0.0
aime de gendt,2021.0,203.0,56.0,9742.0,0.0,2.0
aime de gendt,2020.0,323.0,47.0,7647.0,0.0,3.0
aime de gendt,2019.0,392.0,92.0,14498.0,1.0,2.0
aime de gendt,2018.0,216.0,68.0,10613.0,0.0,1.0
aime de gendt,2017.0,103.0,76.0,12618.0,0.0,0.0
aime de gendt,2016.0,12.0,59.0,9481.0,0.0,0.0
aime de gendt,2015.0,14.0,29.0,4017.0,0.0,2.0
aime de gendt,2014.0,0.0,7.0,1116.0,0.0,0.0
aime de gendt,2013.0,0.0,16.0,2188.0,0.0,0.0
aime de gendt,2012.0,121.0,15.0,1423.0,2.0,2.0
aime de gendt,2011.0,139.0,16.0,1434.0,2.0,2.0
matteo priamo,2008.0,156.0,57.0,9350.0,3.0,4.0
matteo priamo,2007.0,128.0,61.0,10120.0,1.0,2.0
matteo priamo,2006.0,20.0,52.0,8544.0,0.0,0.0
matteo priamo,2005.0,62.0,5.0,477.0,3.0,5.0
matteo priamo,2004.0,2.0,11.0,1278.0,0.0,0.0
matteo priamo,2002.0,0.0,4.0,682.0,0.0,0.0
matteo priamo,2000.0,0.0,1.0,0.0,0.0,0.0
andrii ponomar,2022.0,0.0,9.0,1383.0,0.0,0.0
andrii ponomar,2021.0,43.0,48.0,7390.0,1.0,1.0
andrii ponomar,2020.0,120.0,6.0,546.0,2.0,2.0
andrii ponomar,2019.0,380.0,25.0,2463.0,5.0,6.0
andrii ponomar,2018.0,6.0,1.0,0.0,0.0,1.0
mario aerts,2011.0,0.0,9.0,1237.0,0.0,0.0
mario aerts,2010.0,113.0,80.0,12398.0,0.0,0.0
mario aerts,2009.0,10.0,41.0,5582.0,0.0,0.0
mario aerts,2008.0,227.0,93.0,14085.0,0.0,0.0
mario aerts,2007.0,243.0,96.0,15883.0,0.0,0.0
mario aerts,2006.0,141.0,91.0,14926.0,0.0,1.0
mario aerts,2005.0,238.0,102.0,16291.0,0.0,0.0
mario aerts,2004.0,56.0,72.0,11892.0,0.0,0.0
mario aerts,2003.0,150.0,89.0,14042.0,0.0,0.0
mario aerts,2002.0,797.0,85.0,12682.0,1.0,4.0
mario aerts,2001.0,723.0,93.0,14803.0,1.0,3.0
mario aerts,2000.0,444.0,79.0,13096.0,0.0,0.0
mario aerts,1999.0,638.0,73.0,12870.0,0.0,4.0
mario aerts,1998.0,326.0,66.0,11684.0,0.0,1.0
mario aerts,1997.0,187.0,33.0,5096.0,1.0,4.0
mario aerts,1996.0,129.0,24.0,3664.0,1.0,1.0
mario aerts,1995.0,27.0,5.0,338.0,0.0,3.0
nicki sorensen,2014.0,91.0,59.0,9653.0,0.0,0.0
nicki sorensen,2013.0,118.0,93.0,14449.0,0.0,0.0
nicki sorensen,2012.0,263.0,78.0,12439.0,1.0,2.0
nicki sorensen,2011.0,306.0,106.0,16307.0,0.0,4.0
nicki sorensen,2010.0,122.0,77.0,12994.0,1.0,1.0
nicki sorensen,2009.0,270.0,88.0,14030.0,2.0,2.0
nicki sorensen,2008.0,134.0,85.0,13701.0,1.0,1.0
nicki sorensen,2007.0,234.0,55.0,8246.0,0.0,1.0
nicki sorensen,2006.0,295.0,94.0,14686.0,0.0,0.0
nicki sorensen,2005.0,398.0,93.0,14520.0,2.0,2.0
nicki sorensen,2004.0,210.0,77.0,12303.0,0.0,0.0
nicki sorensen,2003.0,147.0,83.0,12877.0,1.0,2.0
nicki sorensen,2002.0,326.32999992370605,85.0,13371.0,0.0,2.0
nicki sorensen,2001.0,145.0,62.0,10409.0,0.0,0.0
nicki sorensen,2000.0,201.0,36.0,5423.0,3.0,5.0
nicki sorensen,1999.0,56.0,33.0,5848.0,1.0,1.0
nicki sorensen,1998.0,1.0,8.0,1114.0,0.0,0.0
nicki sorensen,1997.0,0.0,6.0,1025.0,0.0,0.0
nicki sorensen,1996.0,0.0,1.0,0.0,0.0,0.0
rui oliveira,2022.0,39.0,20.0,3591.0,0.0,0.0
rui oliveira,2021.0,193.0,72.0,11886.0,0.0,3.0
rui oliveira,2020.0,46.0,46.0,7361.0,0.0,0.0
rui oliveira,2019.0,65.0,50.0,8138.0,0.0,0.0
rui oliveira,2018.0,71.0,41.0,6158.0,0.0,3.0
rui oliveira,2017.0,7.0,33.0,4311.0,0.0,2.0
rui oliveira,2016.0,6.0,14.0,2377.0,0.0,1.0
rui oliveira,2015.0,0.0,14.0,1935.0,0.0,0.0
rui oliveira,2014.0,19.0,11.0,1021.0,0.0,0.0
jurgen roelandts,2020.0,86.0,30.0,4499.0,0.0,0.0
jurgen roelandts,2019.0,101.0,57.0,8838.0,0.0,0.0
jurgen roelandts,2018.0,340.0,80.0,12713.0,1.0,2.0
jurgen roelandts,2017.0,234.0,63.0,10207.0,0.0,1.0
jurgen roelandts,2016.0,508.0,85.0,14469.0,0.0,3.0
jurgen roelandts,2015.0,556.0,63.0,10507.0,0.0,5.0
jurgen roelandts,2014.0,369.0,79.0,12756.0,0.0,4.0
jurgen roelandts,2013.0,528.0,78.0,12341.0,1.0,2.0
jurgen roelandts,2012.0,594.0,57.0,9464.0,3.0,9.0
jurgen roelandts,2011.0,565.0,81.0,13388.0,0.0,2.0
jurgen roelandts,2010.0,590.0,81.0,13423.0,0.0,4.0
jurgen roelandts,2009.0,522.0,87.0,14009.0,0.0,6.0
jurgen roelandts,2008.0,598.0,72.0,12088.0,3.0,11.0
jurgen roelandts,2007.0,82.0,43.0,5913.0,1.0,7.0
jurgen roelandts,2006.0,110.0,48.0,7485.0,2.0,7.0
jurgen roelandts,2005.0,26.0,20.0,3179.0,0.0,0.0
jurgen roelandts,2004.0,7.0,11.0,1476.0,0.0,1.0
jurgen roelandts,2003.0,240.0,10.0,872.0,1.0,6.0
jurgen roelandts,2002.0,50.0,5.0,306.0,0.0,2.0
rasmus guldhammer,2019.0,30.0,32.0,4268.0,0.0,0.0
rasmus guldhammer,2018.0,7.0,25.0,3915.0,0.0,0.0
rasmus guldhammer,2017.0,281.0,46.0,7119.0,4.0,10.0
rasmus guldhammer,2016.0,132.0,53.0,7955.0,0.0,1.0
rasmus guldhammer,2015.0,593.0,59.0,10463.0,0.0,2.0
rasmus guldhammer,2014.0,107.0,52.0,7563.0,3.0,5.0
rasmus guldhammer,2013.0,23.0,38.0,5402.0,0.0,2.0
rasmus guldhammer,2012.0,3.0,26.0,4020.0,0.0,0.0
rasmus guldhammer,2011.0,15.0,33.0,4598.0,1.0,2.0
rasmus guldhammer,2010.0,85.0,43.0,6293.0,0.0,1.0
rasmus guldhammer,2009.0,154.0,39.0,5900.0,1.0,9.0
rasmus guldhammer,2008.0,22.0,36.0,5122.0,0.0,0.0
rasmus guldhammer,2007.0,327.0,22.0,2202.0,3.0,7.0
rasmus guldhammer,2006.0,219.0,25.0,2179.0,0.0,4.0
philipp ludescher,2010.0,0.0,33.0,4871.0,0.0,0.0
philipp ludescher,2009.0,0.0,27.0,3997.0,0.0,0.0
philipp ludescher,2008.0,5.0,43.0,6535.0,0.0,0.0
philipp ludescher,2007.0,6.0,24.0,3753.0,0.0,0.0
philipp ludescher,2006.0,0.0,11.0,1512.0,0.0,0.0
philipp ludescher,2005.0,1.0,13.0,1169.0,0.0,0.0
philipp ludescher,2004.0,10.0,13.0,1359.0,0.0,0.0
gabriel cullaigh,2022.0,0.0,3.0,364.0,0.0,0.0
gabriel cullaigh,2021.0,78.0,33.0,5267.0,0.0,0.0
gabriel cullaigh,2020.0,10.0,16.0,2408.0,0.0,0.0
gabriel cullaigh,2019.0,44.0,32.0,4949.0,1.0,3.0
gabriel cullaigh,2018.0,50.0,50.0,7231.0,3.0,7.0
gabriel cullaigh,2017.0,0.0,39.0,5635.0,0.0,0.0
gabriel cullaigh,2016.0,15.0,53.0,7533.0,0.0,3.0
gabriel cullaigh,2015.0,30.0,48.0,6863.0,1.0,1.0
gabriel cullaigh,2014.0,5.0,12.0,1034.0,0.0,0.0
gabriel cullaigh,2013.0,30.0,5.0,365.0,0.0,1.0
thomas damuseau,2015.0,25.0,57.0,8246.0,0.0,0.0
thomas damuseau,2014.0,87.0,57.0,9410.0,0.0,2.0
thomas damuseau,2013.0,105.0,82.0,13065.0,0.0,1.0
thomas damuseau,2012.0,13.0,57.0,8779.0,0.0,0.0
thomas damuseau,2011.0,19.0,48.0,7205.0,0.0,0.0
thomas damuseau,2010.0,11.0,34.0,4968.0,0.0,1.0
thomas damuseau,2009.0,12.0,25.0,3675.0,0.0,1.0
thomas damuseau,2008.0,0.0,5.0,756.0,0.0,0.0
thomas damuseau,2007.0,33.0,2.0,209.0,0.0,0.0
thomas damuseau,2006.0,7.0,1.0,0.0,0.0,1.0
marcel wyss,2016.0,144.0,86.0,12948.0,0.0,0.0
marcel wyss,2015.0,96.0,60.0,9595.0,0.0,0.0
marcel wyss,2014.0,163.0,61.0,9552.0,0.0,0.0
marcel wyss,2013.0,308.0,63.0,9638.0,1.0,2.0
marcel wyss,2012.0,70.0,31.0,4564.0,0.0,0.0
marcel wyss,2011.0,98.0,74.0,10482.0,0.0,1.0
marcel wyss,2010.0,144.0,57.0,8778.0,0.0,0.0
marcel wyss,2009.0,43.0,55.0,8152.0,0.0,0.0
marcel wyss,2008.0,68.0,57.0,7750.0,2.0,3.0
marcel wyss,2007.0,75.0,32.0,4714.0,0.0,3.0
marcel wyss,2006.0,9.0,23.0,3270.0,0.0,0.0
marcel wyss,2005.0,0.0,2.0,317.0,0.0,0.0
marcel wyss,2004.0,299.0,20.0,1799.0,1.0,7.0
marcel wyss,2003.0,0.0,7.0,673.0,0.0,0.0
elia viviani,2022.0,109.0,24.0,3753.0,1.0,4.0
elia viviani,2021.0,707.0,74.0,11746.0,7.0,12.0
elia viviani,2020.0,356.0,68.0,11075.0,0.0,3.0
elia viviani,2019.0,1923.0,84.0,13101.0,11.0,23.0
elia viviani,2018.0,2147.0,85.0,13402.0,18.0,27.0
elia viviani,2017.0,1381.0,82.0,12653.0,9.0,23.0
elia viviani,2016.0,323.0,64.0,10202.0,2.0,10.0
elia viviani,2015.0,681.0,73.0,11568.0,8.0,16.0
elia viviani,2014.0,593.0,89.0,13689.0,6.0,12.0
elia viviani,2013.0,852.0,90.0,14128.0,6.0,16.0
elia viviani,2012.0,664.0,69.0,10813.0,7.0,13.0
elia viviani,2011.0,530.0,51.0,7150.0,8.0,15.0
elia viviani,2010.0,298.0,57.0,8903.0,4.0,9.0
elia viviani,2009.0,4.0,14.0,2179.0,0.0,0.0
elia viviani,2007.0,31.0,5.0,501.0,0.0,1.0
elia viviani,2006.0,75.0,4.0,444.0,1.0,1.0
thomas dekker,2014.0,43.0,80.0,11713.0,0.0,0.0
thomas dekker,2013.0,56.0,70.0,10957.0,0.0,0.0
thomas dekker,2012.0,178.0,83.0,12695.0,1.0,1.0
thomas dekker,2011.0,0.0,11.0,1578.0,0.0,0.0
thomas dekker,2009.0,185.0,48.0,7574.0,0.0,1.0
thomas dekker,2008.0,584.0,44.0,6666.0,0.0,9.0
thomas dekker,2007.0,1041.0,79.0,12402.0,7.0,9.0
thomas dekker,2006.0,457.0,61.0,9458.0,1.0,2.0
thomas dekker,2005.0,809.0,84.0,13193.0,4.0,10.0
thomas dekker,2004.0,491.0,64.0,8536.0,14.0,23.0
thomas dekker,2003.0,158.0,29.0,3612.0,3.0,12.0
thomas dekker,2002.0,268.0,6.0,151.0,1.0,2.0
thomas dekker,2001.0,48.0,4.0,140.0,0.0,1.0
davide orrico,2021.0,49.0,41.0,6972.0,0.0,0.0
davide orrico,2020.0,1.0,9.0,1360.0,0.0,0.0
davide orrico,2019.0,2.0,38.0,5363.0,0.0,0.0
davide orrico,2018.0,46.0,74.0,10499.0,0.0,0.0
davide orrico,2017.0,74.0,27.0,4305.0,0.0,2.0
davide orrico,2016.0,5.0,6.0,934.0,0.0,0.0
davide orrico,2015.0,0.0,3.0,326.0,0.0,0.0
davide orrico,2014.0,3.0,9.0,1342.0,0.0,1.0
davide orrico,2013.0,10.0,11.0,1628.0,0.0,0.0
davide orrico,2012.0,1.0,12.0,1668.0,0.0,0.0
davide orrico,2011.0,0.0,22.0,3274.0,0.0,0.0
davide orrico,2010.0,0.0,21.0,2859.0,0.0,0.0
davide orrico,2009.0,4.0,6.0,812.0,0.0,0.0
davide orrico,2008.0,63.0,12.0,1225.0,0.0,1.0
