Rider_Name,Season,Points,Racedays,KMs_Rode,Wins,Top_10s
koen bouwman,2010.0,0.0,6.0,571.0,0.0,0.0
cameron meyer,2022.0,5.0,14.0,2189.0,0.0,0.0
cameron meyer,2021.0,39.0,32.0,5042.0,1.0,1.0
cameron meyer,2020.0,35.0,36.0,5655.0,1.0,1.0
cameron meyer,2019.0,51.0,46.0,6245.0,0.0,2.0
cameron meyer,2018.0,297.0,54.0,7299.0,1.0,5.0
cameron meyer,2017.0,225.0,35.0,4617.0,1.0,5.0
cameron meyer,2016.0,75.0,26.0,3618.0,0.0,1.0
cameron meyer,2015.0,223.0,66.0,10148.0,2.0,3.0
cameron meyer,2014.0,143.0,74.0,11071.0,1.0,1.0
cameron meyer,2013.0,389.0,68.0,10503.0,1.0,3.0
cameron meyer,2012.0,286.0,66.0,9514.0,0.0,3.0
cameron meyer,2011.0,369.0,71.0,10194.0,3.0,4.0
cameron meyer,2010.0,122.0,66.0,9939.0,1.0,3.0
cameron meyer,2009.0,40.0,38.0,5777.0,0.0,1.0
cameron meyer,2008.0,49.0,34.0,4730.0,1.0,7.0
cameron meyer,2007.0,0.0,15.0,1917.0,0.0,1.0
cameron meyer,2006.0,54.0,4.0,250.0,1.0,2.0
cameron meyer,2005.0,18.0,2.0,150.0,0.0,0.0
rory sutherland,2020.0,30.0,32.0,5510.0,0.0,0.0
rory sutherland,2019.0,45.0,71.0,10960.0,0.0,0.0
rory sutherland,2018.0,40.0,59.0,8990.0,0.0,0.0
rory sutherland,2017.0,150.0,75.0,12038.0,1.0,1.0
rory sutherland,2016.0,95.0,88.0,13549.0,0.0,0.0
rory sutherland,2015.0,51.0,61.0,9090.0,0.0,0.0
rory sutherland,2014.0,183.0,64.0,10063.0,0.0,0.0
rory sutherland,2013.0,186.0,80.0,12207.0,0.0,0.0
rory sutherland,2012.0,166.0,53.0,7156.0,5.0,9.0
rory sutherland,2011.0,147.0,60.0,8064.0,0.0,4.0
rory sutherland,2010.0,99.0,20.0,2437.0,0.0,1.0
rory sutherland,2009.0,47.0,19.0,2833.0,0.0,0.0
rory sutherland,2008.0,102.0,27.0,3720.0,0.0,4.0
rory sutherland,2007.0,65.0,25.0,3716.0,0.0,1.0
rory sutherland,2005.0,243.0,69.0,10609.0,0.0,4.0
rory sutherland,2004.0,96.0,42.0,5814.0,4.0,10.0
rory sutherland,2003.0,81.0,62.0,8616.0,1.0,5.0
rory sutherland,2002.0,0.0,8.0,1222.0,0.0,0.0
rory sutherland,2000.0,30.0,2.0,152.0,0.0,0.0
simone ravanelli,2022.0,6.0,14.0,2058.0,0.0,0.0
simone ravanelli,2021.0,101.0,68.0,10939.0,0.0,2.0
simone ravanelli,2020.0,81.0,55.0,8272.0,0.0,0.0
simone ravanelli,2019.0,99.0,40.0,6494.0,1.0,3.0
simone ravanelli,2018.0,42.0,28.0,4009.0,1.0,4.0
simone ravanelli,2017.0,2.0,64.0,8667.0,0.0,0.0
simone ravanelli,2016.0,27.0,42.0,5855.0,0.0,3.0
simone ravanelli,2015.0,4.0,15.0,2083.0,0.0,0.0
simone ravanelli,2014.0,0.0,9.0,1170.0,0.0,0.0
simone ravanelli,2013.0,0.0,4.0,477.0,0.0,0.0
simone ravanelli,2012.0,0.0,2.0,245.0,0.0,0.0
justin timmermans,2020.0,0.0,3.0,467.0,0.0,0.0
justin timmermans,2019.0,14.0,45.0,7141.0,0.0,0.0
justin timmermans,2018.0,5.0,34.0,5530.0,0.0,0.0
justin timmermans,2017.0,18.0,37.0,5863.0,0.0,0.0
justin timmermans,2016.0,0.0,21.0,2736.0,0.0,0.0
justin timmermans,2015.0,0.0,5.0,699.0,0.0,0.0
justin timmermans,2014.0,5.0,14.0,1321.0,0.0,0.0
justin timmermans,2013.0,0.0,10.0,951.0,0.0,0.0
diego ulissi,2022.0,277.0,18.0,3031.0,1.0,1.0
diego ulissi,2021.0,890.0,70.0,11587.0,4.0,8.0
diego ulissi,2020.0,1181.0,53.0,8773.0,5.0,11.0
diego ulissi,2019.0,1246.0,76.0,12649.0,4.0,10.0
diego ulissi,2018.0,896.0,81.0,13230.0,1.0,2.0
diego ulissi,2017.0,1391.0,83.0,13981.0,4.0,9.0
diego ulissi,2016.0,1543.0,82.0,13740.0,6.0,15.0
diego ulissi,2015.0,644.0,70.0,11309.0,2.0,8.0
diego ulissi,2014.0,752.0,52.0,8297.0,4.0,10.0
diego ulissi,2013.0,1097.0,84.0,13429.0,6.0,9.0
diego ulissi,2012.0,557.0,69.0,11294.0,3.0,6.0
diego ulissi,2011.0,450.0,79.0,12853.0,3.0,7.0
diego ulissi,2010.0,221.0,57.0,9223.0,1.0,1.0
diego ulissi,2009.0,7.0,22.0,3225.0,0.0,1.0
diego ulissi,2008.0,0.0,9.0,1113.0,0.0,0.0
diego ulissi,2007.0,477.0,18.0,1666.0,4.0,8.0
diego ulissi,2006.0,561.0,13.0,1126.0,6.0,9.0
aaron kemps,2012.0,58.0,70.0,9231.0,0.0,3.0
aaron kemps,2011.0,91.0,44.0,5296.0,3.0,9.0
aaron kemps,2010.0,17.0,19.0,2701.0,3.0,4.0
aaron kemps,2009.0,45.0,26.0,3271.0,0.0,1.0
aaron kemps,2008.0,31.0,63.0,9283.0,0.0,0.0
aaron kemps,2007.0,156.5,55.0,7962.0,2.0,4.0
aaron kemps,2006.0,163.0,63.0,9443.0,0.0,2.0
aaron kemps,2005.0,69.0,55.0,7738.0,0.0,1.0
aaron kemps,2004.0,18.0,34.0,4902.0,1.0,3.0
aaron kemps,2003.0,10.0,18.0,2192.0,2.0,2.0
aaron kemps,2002.0,3.0,10.0,1028.0,0.0,0.0
ramon sinkeldam,2022.0,15.0,22.0,3492.0,0.0,0.0
ramon sinkeldam,2021.0,40.0,66.0,11113.0,0.0,0.0
ramon sinkeldam,2020.0,10.0,36.0,5866.0,0.0,0.0
ramon sinkeldam,2019.0,75.0,72.0,11916.0,0.0,0.0
ramon sinkeldam,2018.0,146.0,67.0,11080.0,1.0,2.0
ramon sinkeldam,2017.0,175.0,72.0,11392.0,1.0,1.0
ramon sinkeldam,2016.0,98.0,73.0,11627.0,0.0,1.0
ramon sinkeldam,2015.0,302.0,76.0,12242.0,2.0,4.0
ramon sinkeldam,2014.0,370.0,79.0,13287.0,1.0,8.0
ramon sinkeldam,2013.0,232.0,77.0,12340.0,0.0,6.0
ramon sinkeldam,2012.0,197.0,78.0,12352.0,2.0,3.0
ramon sinkeldam,2011.0,30.0,63.0,9668.0,1.0,3.0
ramon sinkeldam,2010.0,16.0,58.0,8983.0,0.0,1.0
ramon sinkeldam,2009.0,0.0,48.0,6928.0,0.0,1.0
ramon sinkeldam,2008.0,0.0,28.0,4675.0,0.0,0.0
ramon sinkeldam,2007.0,0.0,4.0,433.0,0.0,0.0
ramon sinkeldam,2006.0,23.0,5.0,518.0,0.0,1.0
ruben perez moreno,2013.0,76.0,73.0,10934.0,0.0,0.0
ruben perez moreno,2012.0,172.0,85.0,13474.0,0.0,2.0
ruben perez moreno,2011.0,111.0,86.0,13229.0,0.0,2.0
ruben perez moreno,2010.0,262.0,75.0,12699.0,1.0,2.0
ruben perez moreno,2009.0,186.0,81.0,12605.0,0.0,2.0
ruben perez moreno,2008.0,205.0,86.0,13476.0,0.0,0.0
ruben perez moreno,2007.0,63.0,68.0,10681.0,0.0,0.0
ruben perez moreno,2006.0,89.0,63.0,9748.0,0.0,0.0
ruben perez moreno,2005.0,15.0,29.0,4380.0,0.0,0.0
ruben perez moreno,2004.0,10.0,15.0,1879.0,0.0,1.0
ruben perez moreno,2003.0,0.0,1.0,170.0,0.0,0.0
ruben perez moreno,2002.0,0.0,1.0,0.0,0.0,0.0
kess heytens,2014.0,0.0,1.0,172.0,0.0,0.0
kess heytens,2013.0,0.0,12.0,1637.0,0.0,0.0
kess heytens,2012.0,0.0,5.0,874.0,0.0,0.0
kess heytens,2011.0,0.0,20.0,2912.0,0.0,0.0
kess heytens,2010.0,0.0,16.0,2499.0,0.0,0.0
kess heytens,2009.0,0.0,15.0,2333.0,0.0,0.0
kess heytens,2008.0,0.0,2.0,322.0,0.0,0.0
kess heytens,2007.0,0.0,5.0,808.0,0.0,0.0
kess heytens,2006.0,0.0,1.0,174.0,0.0,0.0
kess heytens,2004.0,0.0,1.0,100.0,0.0,0.0
pengda jiao,2016.0,0.0,13.0,1916.0,0.0,0.0
pengda jiao,2015.0,6.0,13.0,2022.0,0.0,0.0
pengda jiao,2014.0,0.0,14.0,1660.0,0.0,0.0
pengda jiao,2013.0,26.0,50.0,7422.0,0.0,0.0
pengda jiao,2012.0,24.0,90.0,11731.0,0.0,1.0
pengda jiao,2011.0,3.0,47.0,6106.0,0.0,0.0
pengda jiao,2010.0,10.0,44.0,5254.0,0.0,1.0
pengda jiao,2009.0,0.0,19.0,2706.0,0.0,0.0
pengda jiao,2006.0,0.0,16.0,1916.0,0.0,0.0
robin chaigneau,2015.0,0.0,1.0,96.0,0.0,0.0
robin chaigneau,2014.0,3.0,31.0,4977.0,0.0,0.0
robin chaigneau,2013.0,0.0,36.0,5434.0,0.0,0.0
robin chaigneau,2012.0,18.0,32.0,4774.0,1.0,2.0
robin chaigneau,2011.0,40.0,56.0,8997.0,0.0,1.0
robin chaigneau,2010.0,49.0,58.0,9737.0,0.0,0.0
robin chaigneau,2009.0,8.0,37.0,5767.0,0.0,1.0
robin chaigneau,2008.0,18.0,20.0,3301.0,1.0,3.0
robin chaigneau,2007.0,0.0,10.0,1520.0,0.0,0.0
robin chaigneau,2006.0,90.0,11.0,1072.0,1.0,1.0
robin chaigneau,2005.0,144.0,14.0,1139.0,0.0,3.0
stig broeckx,2016.0,58.0,28.0,4083.0,0.0,0.0
stig broeckx,2015.0,73.0,70.0,11210.0,0.0,0.0
stig broeckx,2014.0,81.0,63.0,10053.0,0.0,0.0
stig broeckx,2013.0,35.0,35.0,6095.0,0.0,2.0
stig broeckx,2012.0,2.0,35.0,5438.0,0.0,0.0
stig broeckx,2011.0,0.0,20.0,2994.0,0.0,0.0
stig broeckx,2010.0,0.0,3.0,465.0,0.0,0.0
stig broeckx,2009.0,0.0,13.0,1750.0,0.0,0.0
stig broeckx,2008.0,41.0,17.0,1654.0,0.0,0.0
stig broeckx,2007.0,86.0,5.0,462.0,0.0,1.0
wesley kreder,2022.0,15.0,13.0,2495.0,0.0,0.0
wesley kreder,2021.0,67.0,65.0,10870.0,0.0,0.0
wesley kreder,2020.0,1.0,31.0,4855.0,0.0,0.0
wesley kreder,2019.0,19.0,74.0,11262.0,0.0,0.0
wesley kreder,2018.0,118.0,72.0,11587.0,0.0,0.0
wesley kreder,2017.0,53.0,60.0,10400.0,0.0,0.0
wesley kreder,2016.0,37.0,74.0,11475.0,1.0,1.0
wesley kreder,2015.0,56.0,68.0,11325.0,0.0,0.0
wesley kreder,2014.0,80.0,66.0,10784.0,0.0,2.0
wesley kreder,2013.0,125.0,75.0,12370.0,0.0,0.0
wesley kreder,2012.0,165.0,67.0,10540.0,1.0,4.0
wesley kreder,2011.0,42.0,56.0,8803.0,0.0,4.0
wesley kreder,2010.0,60.0,46.0,7285.0,1.0,3.0
wesley kreder,2009.0,10.0,40.0,6215.0,0.0,0.0
wesley kreder,2008.0,139.0,13.0,1451.0,2.0,3.0
wesley kreder,2007.0,13.0,12.0,1123.0,0.0,0.0
reinardt janse van rensburg,2022.0,20.0,4.0,286.0,1.0,1.0
reinardt janse van rensburg,2021.0,151.0,66.0,9663.0,0.0,1.0
reinardt janse van rensburg,2020.0,157.0,56.0,9124.0,0.0,1.0
reinardt janse van rensburg,2019.0,272.0,83.0,13380.0,0.0,1.0
reinardt janse van rensburg,2018.0,154.0,66.0,10531.0,0.0,0.0
reinardt janse van rensburg,2017.0,274.0,67.0,10966.0,1.0,2.0
reinardt janse van rensburg,2016.0,326.0,83.0,13238.0,1.0,6.0
reinardt janse van rensburg,2015.0,197.0,80.0,13251.0,0.0,2.0
reinardt janse van rensburg,2014.0,207.0,56.0,9388.0,0.0,3.0
reinardt janse van rensburg,2013.0,334.0,76.0,11345.0,1.0,4.0
reinardt janse van rensburg,2012.0,351.0,51.0,7261.0,14.0,27.0
reinardt janse van rensburg,2011.0,311.0,56.0,7689.0,2.0,10.0
reinardt janse van rensburg,2010.0,106.0,30.0,3702.0,2.0,11.0
reinardt janse van rensburg,2009.0,23.0,5.0,368.0,0.0,1.0
reinardt janse van rensburg,2008.0,7.0,9.0,1046.0,0.0,1.0
reinardt janse van rensburg,2007.0,14.0,13.0,1150.0,0.0,1.0
reinardt janse van rensburg,2006.0,5.0,6.0,439.0,0.0,0.0
jean eudes demaret,2012.0,0.0,31.0,4522.0,0.0,0.0
jean eudes demaret,2011.0,80.0,55.0,7929.0,1.0,1.0
jean eudes demaret,2010.0,0.0,18.0,2568.0,0.0,0.0
jean eudes demaret,2009.0,223.0,80.0,12756.0,2.0,2.0
jean eudes demaret,2008.0,151.0,62.0,9698.0,1.0,2.0
jean eudes demaret,2007.0,35.0,12.0,1733.0,1.0,2.0
jean eudes demaret,2006.0,10.0,5.0,228.0,2.0,2.0
tom veelers,2015.0,12.0,30.0,4216.0,0.0,0.0
tom veelers,2014.0,143.0,103.0,16675.0,0.0,1.0
tom veelers,2013.0,209.0,85.0,13597.0,0.0,1.0
tom veelers,2012.0,454.0,81.0,13273.0,0.0,3.0
tom veelers,2011.0,270.0,96.0,15126.0,2.0,5.0
tom veelers,2010.0,243.0,64.0,10940.0,0.0,2.0
tom veelers,2009.0,246.0,74.0,11385.0,1.0,4.0
tom veelers,2008.0,186.0,76.0,12253.0,1.0,3.0
tom veelers,2007.0,140.0,75.0,11573.0,2.0,12.0
tom veelers,2006.0,84.0,49.0,7703.0,5.0,9.0
tom veelers,2005.0,119.0,53.0,8334.0,1.0,6.0
tom veelers,2004.0,166.0,34.0,4996.0,2.0,6.0
tom veelers,2003.0,0.0,27.0,3677.0,0.0,0.0
tom veelers,2002.0,303.0,5.0,128.0,2.0,3.0
tom veelers,2001.0,13.0,2.0,24.0,0.0,0.0
daniel savini,2022.0,0.0,4.0,577.0,0.0,0.0
daniel savini,2021.0,29.0,47.0,7239.0,0.0,0.0
daniel savini,2020.0,45.0,29.0,4724.0,0.0,1.0
daniel savini,2019.0,54.0,54.0,7656.0,0.0,1.0
daniel savini,2018.0,1.0,40.0,5906.0,0.0,0.0
daniel savini,2017.0,4.0,20.0,2786.0,0.0,0.0
daniel savini,2016.0,0.0,18.0,2060.0,0.0,0.0
daniel savini,2015.0,223.0,12.0,1193.0,2.0,4.0
daniel savini,2014.0,20.0,5.0,595.0,0.0,0.0
filip meirhaeghe,2009.0,6.0,43.0,6808.0,0.0,0.0
filip meirhaeghe,2008.0,10.0,36.0,6208.0,0.0,0.0
filip meirhaeghe,2007.0,18.0,26.0,4602.0,0.0,0.0
filip meirhaeghe,2006.0,6.0,24.0,3281.0,0.0,0.0
filip meirhaeghe,2004.0,0.0,6.0,928.0,0.0,0.0
filip meirhaeghe,2003.0,5.0,14.0,2070.0,0.0,0.0
filip meirhaeghe,2002.0,49.0,26.0,4254.0,0.0,0.0
filip meirhaeghe,2001.0,15.0,4.0,549.0,0.0,0.0
filip meirhaeghe,2000.0,5.0,1.0,198.0,0.0,0.0
filip meirhaeghe,1999.0,0.0,6.0,778.0,0.0,0.0
filip meirhaeghe,1998.0,0.0,11.0,1412.0,0.0,0.0
filip meirhaeghe,1996.0,0.0,1.0,247.0,0.0,0.0
marco aurelio fontana,2015.0,0.0,1.0,200.0,0.0,0.0
franklin six,2020.0,0.0,24.0,3562.0,0.0,0.0
franklin six,2019.0,24.0,31.0,5096.0,0.0,0.0
franklin six,2018.0,4.0,60.0,7975.0,0.0,0.0
franklin six,2017.0,3.0,35.0,5325.0,0.0,1.0
franklin six,2016.0,0.0,12.0,1713.0,0.0,0.0
franklin six,2015.0,0.0,23.0,3096.0,0.0,0.0
franklin six,2014.0,8.0,9.0,859.0,0.0,0.0
franklin six,2013.0,0.0,3.0,280.0,0.0,0.0
alessandro covi,2022.0,233.0,22.0,3656.0,2.0,4.0
alessandro covi,2021.0,513.0,70.0,11682.0,0.0,7.0
alessandro covi,2020.0,128.0,31.0,4725.0,0.0,1.0
alessandro covi,2019.0,15.0,48.0,6263.0,0.0,1.0
alessandro covi,2018.0,10.0,41.0,5402.0,1.0,2.0
alessandro covi,2017.0,0.0,5.0,598.0,0.0,0.0
alessandro covi,2016.0,293.0,16.0,1452.0,3.0,5.0
alessandro covi,2015.0,95.0,13.0,1081.0,0.0,1.0
edvald boasson hagen,2022.0,66.0,19.0,3078.0,0.0,1.0
edvald boasson hagen,2021.0,85.0,59.0,9762.0,0.0,0.0
edvald boasson hagen,2020.0,170.0,50.0,8168.0,0.0,2.0
edvald boasson hagen,2019.0,438.0,86.0,13481.0,3.0,6.0
edvald boasson hagen,2018.0,706.0,77.0,12520.0,2.0,6.0
edvald boasson hagen,2017.0,1242.0,73.0,12300.0,10.0,21.0
edvald boasson hagen,2016.0,1235.0,74.0,11855.0,9.0,13.0
edvald boasson hagen,2015.0,1023.0,84.0,13942.0,5.0,17.0
edvald boasson hagen,2014.0,445.0,69.0,12265.0,0.0,4.0
edvald boasson hagen,2013.0,879.0,70.0,10913.0,4.0,12.0
edvald boasson hagen,2012.0,1791.0,73.0,12013.0,7.0,19.0
edvald boasson hagen,2011.0,1492.0,67.0,10611.0,7.0,20.0
edvald boasson hagen,2010.0,1307.0,76.0,11607.0,6.0,21.0
edvald boasson hagen,2009.0,1558.0,71.0,11752.0,14.0,25.0
edvald boasson hagen,2008.0,474.0,64.0,9843.0,7.0,12.0
edvald boasson hagen,2007.0,361.0,51.0,7672.0,15.0,26.0
edvald boasson hagen,2006.0,220.0,38.0,5449.0,8.0,13.0
edvald boasson hagen,2005.0,313.0,13.0,1062.0,5.0,9.0
edvald boasson hagen,2004.0,210.0,15.0,1304.0,1.0,4.0
lawrence naesen,2022.0,14.0,10.0,1492.0,0.0,0.0
lawrence naesen,2021.0,138.0,70.0,11421.0,0.0,0.0
lawrence naesen,2020.0,107.0,36.0,5870.0,0.0,0.0
lawrence naesen,2019.0,240.0,54.0,8384.0,0.0,0.0
lawrence naesen,2018.0,49.0,38.0,5889.0,0.0,0.0
lawrence naesen,2017.0,104.0,63.0,10846.0,0.0,1.0
lawrence naesen,2016.0,10.0,29.0,4496.0,0.0,0.0
lawrence naesen,2015.0,5.0,15.0,2597.0,0.0,0.0
lawrence naesen,2014.0,0.0,7.0,919.0,0.0,0.0
lawrence naesen,2013.0,0.0,4.0,443.0,0.0,0.0
ludwig de winter,2021.0,5.0,37.0,5558.0,0.0,0.0
ludwig de winter,2020.0,0.0,26.0,4054.0,0.0,0.0
ludwig de winter,2019.0,5.0,60.0,8820.0,0.0,0.0
ludwig de winter,2018.0,10.0,63.0,10007.0,0.0,0.0
ludwig de winter,2017.0,24.0,44.0,7091.0,0.0,0.0
ludwig de winter,2016.0,16.0,75.0,11653.0,0.0,0.0
ludwig de winter,2015.0,19.0,57.0,9288.0,0.0,0.0
ludwig de winter,2014.0,18.0,36.0,5825.0,0.0,0.0
ludwig de winter,2013.0,0.0,29.0,4630.0,0.0,0.0
ludwig de winter,2012.0,0.0,4.0,716.0,0.0,0.0
ludwig de winter,2010.0,0.0,15.0,1308.0,0.0,0.0
conor dunne,2019.0,54.0,75.0,11856.0,0.0,0.0
conor dunne,2018.0,15.0,51.0,8186.0,1.0,1.0
conor dunne,2017.0,44.0,65.0,9922.0,0.0,2.0
conor dunne,2016.0,22.0,49.0,7602.0,1.0,1.0
conor dunne,2015.0,14.0,59.0,9159.0,0.0,2.0
conor dunne,2014.0,0.0,34.0,5263.0,0.0,0.0
conor dunne,2013.0,5.0,24.0,3471.0,1.0,2.0
conor dunne,2012.0,0.0,6.0,509.0,0.0,1.0
conor dunne,2011.0,0.0,13.0,1762.0,0.0,0.0
conor dunne,2010.0,57.0,9.0,795.0,1.0,1.0
conor dunne,2009.0,39.0,9.0,850.0,0.0,1.0
ben gastauer,2021.0,10.0,25.0,3832.0,0.0,0.0
ben gastauer,2020.0,15.0,40.0,6089.0,0.0,0.0
ben gastauer,2019.0,40.0,69.0,10861.0,0.0,0.0
ben gastauer,2018.0,88.0,76.0,11393.0,0.0,0.0
ben gastauer,2017.0,102.0,84.0,13626.0,0.0,1.0
ben gastauer,2016.0,94.0,74.0,11679.0,0.0,0.0
ben gastauer,2015.0,172.0,74.0,10997.0,2.0,3.0
ben gastauer,2014.0,259.0,80.0,13359.0,0.0,1.0
ben gastauer,2013.0,54.0,91.0,13965.0,0.0,1.0
ben gastauer,2012.0,99.0,85.0,13503.0,0.0,2.0
ben gastauer,2011.0,66.0,84.0,13227.0,0.0,0.0
ben gastauer,2010.0,50.0,69.0,10292.0,0.0,1.0
ben gastauer,2009.0,51.0,48.0,6852.0,2.0,6.0
ben gastauer,2008.0,17.0,31.0,4607.0,1.0,2.0
ben gastauer,2007.0,9.0,15.0,2166.0,0.0,1.0
ben gastauer,2006.0,0.0,18.0,2433.0,0.0,0.0
ben gastauer,2005.0,39.0,19.0,1401.0,0.0,0.0
ben gastauer,2004.0,10.0,5.0,538.0,0.0,0.0
filippo fiorelli,2022.0,75.0,25.0,4023.0,0.0,0.0
filippo fiorelli,2021.0,219.0,75.0,11878.0,1.0,6.0
filippo fiorelli,2020.0,81.0,43.0,6582.0,0.0,0.0
filippo fiorelli,2019.0,41.0,17.0,2367.0,2.0,2.0
filippo fiorelli,2018.0,0.0,1.0,234.0,0.0,0.0
filippo fiorelli,2017.0,0.0,4.0,571.0,0.0,0.0
filippo fiorelli,2016.0,9.0,35.0,4879.0,1.0,2.0
filippo fiorelli,2015.0,7.0,6.0,852.0,0.0,1.0
filippo fiorelli,2014.0,0.0,1.0,84.0,0.0,0.0
yonder godoy,2019.0,4.0,17.0,2355.0,0.0,0.0
yonder godoy,2018.0,0.0,1.0,85.0,0.0,0.0
yonder godoy,2017.0,173.0,47.0,7776.0,0.0,0.0
yonder godoy,2016.0,118.0,65.0,10045.0,0.0,2.0
yonder godoy,2015.0,16.0,39.0,4880.0,1.0,2.0
yonder godoy,2014.0,24.0,75.0,10730.0,0.0,1.0
yonder godoy,2013.0,1.0,42.0,6016.0,0.0,0.0
yonder godoy,2012.0,0.0,2.0,88.0,0.0,0.0
stijn neirynck,2013.0,11.0,53.0,8356.0,0.0,0.0
