Race_Name,Name,Season,Age,Rank,Team_Name,UCI
strade-bianche,tadej-pogacar,2022,23,1,uae-team-emirates-2022,300
strade-bianche,alejandro-valverde,2022,41,2,movistar-team-2022,250
strade-bianche,kasper-asgreen,2022,27,3,quick-step-alpha-vinyl-2022,215
strade-bianche,attila-valter,2022,23,4,groupama-fdj-2022,175
strade-bianche,pello-bilbao,2022,32,5,bahrain-victorious-2022,120
strade-bianche,jhonatan-narvaez,2022,25,6,ineos-grenadiers-2022,115
strade-bianche,quinn-simmons,2022,20,7,trek-segafredo-2022,95
strade-bianche,tim-wellens,2022,30,8,lotto-soudal-2022,75
strade-bianche,simone-petilli,2022,28,9,intermarche-wanty-gobert-materiaux-2022,60
strade-bianche,sergio-higuita,2022,24,10,bora-hansgrohe-2022,50
strade-bianche,michael-valgren-andersen,2022,30,11,ef-education-easypost-2022,40
strade-bianche,floris-de-tier,2022,30,12,alpecin-fenix-2022,35
strade-bianche,lorenzo-rota,2022,26,13,intermarche-wanty-gobert-materiaux-2022,30
strade-bianche,sebastien-reichenbach,2022,32,14,groupama-fdj-2022,25
strade-bianche,ruben-guerreiro,2022,27,15,ef-education-easypost-2022,20
strade-bianche,toms-skujins,2022,30,16,trek-segafredo-2022,20
strade-bianche,andrea-vendrame,2022,27,17,ag2r-citroen-team-2022,20
strade-bianche,jai-hindley,2022,25,18,bora-hansgrohe-2022,20
strade-bianche,filippo-zana,2022,22,19,bardiani-csf-faizane-2022,20
strade-bianche,carlos-rodriguez-cano,2022,21,20,ineos-grenadiers-2022,20
strade-bianche,simone-velasco,2022,26,21,astana-qazaqstan-team-2022,12
strade-bianche,xandro-meurisse,2022,30,22,alpecin-fenix-2022,12
strade-bianche,diego-ulissi,2022,32,23,uae-team-emirates-2022,12
strade-bianche,andreas-kron,2022,23,24,lotto-soudal-2022,12
strade-bianche,vincenzo-albanese,2022,25,25,eolo-kometa-2022,12
strade-bianche,simon-clarke,2022,35,26,israel-premier-tech-2022,12
strade-bianche,warren-barguil,2022,30,27,team-arkea-samsic-2022,12
strade-bianche,alessandro-covi,2022,23,28,uae-team-emirates-2022,12
strade-bianche,benoit-cosnefroy,2022,26,29,ag2r-citroen-team-2022,12
strade-bianche,richard-carapaz,2022,28,30,ineos-grenadiers-2022,12
strade-bianche,sepp-kuss,2022,27,31,team-jumbo-visma-2022,5
strade-bianche,edoardo-zambanini,2022,20,32,bahrain-victorious-2022,5
strade-bianche,nelson-oliveira,2022,32,33,movistar-team-2022,5
strade-bianche,anthony-delaplace,2022,32,34,team-arkea-samsic-2022,5
strade-bianche,lewis-askey,2022,20,35,groupama-fdj-2022,5
strade-bianche,jakob-fuglsang,2022,36,36,israel-premier-tech-2022,5
strade-bianche,jan-tratnik,2022,32,37,bahrain-victorious-2022,5
strade-bianche,alexander-kamp,2022,28,38,trek-segafredo-2022,5
strade-bianche,joris-nieuwenhuis,2022,26,39,team-dsm-2022,5
strade-bianche,pieter-serry,2022,33,40,quick-step-alpha-vinyl-2022,5
strade-bianche,greg-van-avermaet,2022,36,41,ag2r-citroen-team-2022,5
strade-bianche,lilian-calmejane,2022,29,42,ag2r-citroen-team-2022,5
strade-bianche,ben-zwiehoff,2022,28,43,bora-hansgrohe-2022,5
strade-bianche,scott-thwaites,2022,32,44,alpecin-fenix-2022,5
strade-bianche,koen-bouwman,2022,28,45,team-jumbo-visma-2022,5
strade-bianche,hermann-pernsteiner,2022,31,46,bahrain-victorious-2022,5
strade-bianche,erik-fetter,2022,21,47,eolo-kometa-2022,5
strade-bianche,gonzalo-serrano,2022,27,48,movistar-team-2022,5
strade-bianche,thibaut-pinot,2022,31,49,groupama-fdj-2022,5
strade-bianche,milan-vader,2022,26,50,team-jumbo-visma-2022,5
strade-bianche,robert-stannard,2022,23,51,alpecin-fenix-2022,2
strade-bianche,samuele-zoccarato,2022,24,52,bardiani-csf-faizane-2022,2
strade-bianche,maxim-van-gils,2022,22,53,lotto-soudal-2022,2
strade-bianche,quinten-hermans,2022,26,54,intermarche-wanty-gobert-materiaux-2022,2
strade-bianche,jonathan-klever-caicedo,2022,28,55,ef-education-easypost-2022,2
strade-bianche,dario-cataldo,2022,36,56,trek-segafredo-2022,1
strade-bianche,krists-neilands,2022,27,57,israel-premier-tech-2022,1
strade-bianche,julian-alaphilippe,2022,29,58,quick-step-alpha-vinyl-2022,1
strade-bianche,roger-kluge,2022,36,59,lotto-soudal-2022,1
strade-bianche,tobias-ludvigsson,2022,31,60,groupama-fdj-2022,1
strade-bianche,romain-combaud,2022,30,61,team-dsm-2022,0
strade-bianche,mattia-bais,2022,25,62,drone-hopper-androni-giocattoli-2022,0
strade-bianche,fabian-lienhard,2022,28,63,groupama-fdj-2022,0
strade-bianche,diego-pablo-sevilla,2022,26,64,eolo-kometa-2022,0
strade-bianche,jhonatan-restrepo,2022,27,65,drone-hopper-androni-giocattoli-2022,0
strade-bianche,michael-schar,2022,35,66,ag2r-citroen-team-2022,0
strade-bianche,mikkel-honore,2022,25,67,quick-step-alpha-vinyl-2022,0
strade-bianche,robert-gesink,2022,35,68,team-jumbo-visma-2022,0
strade-bianche,patrick-gamper,2022,25,69,bora-hansgrohe-2022,0
strade-bianche,davide-gabburo,2022,28,70,bardiani-csf-faizane-2022,0
strade-bianche,antonio-tiberi,2022,20,71,trek-segafredo-2022,0
strade-bianche,timo-roosen,2022,29,72,team-jumbo-visma-2022,0
strade-bianche,clement-russo,2022,27,73,team-arkea-samsic-2022,0
strade-bianche,kevin-colleoni,2022,22,74,team-bikeexchange-jayco-2022,0
strade-bianche,mathias-norsgaard,2022,24,75,movistar-team-2022,0
strade-bianche,clement-berthet,2022,24,76,ag2r-citroen-team-2022,0
strade-bianche,alexander-cataford,2022,28,77,israel-premier-tech-2022,0
strade-bianche,thomas-scully,2022,32,78,ef-education-easypost-2022,0
strade-bianche,marc-soler,2022,28,79,uae-team-emirates-2022,0
strade-bianche,taco-van-der-hoorn,2022,28,80,intermarche-wanty-gobert-materiaux-2022,0
strade-bianche,ben-turner,2022,22,81,ineos-grenadiers-2022,0
strade-bianche,alan-riou,2022,24,82,team-arkea-samsic-2022,0
strade-bianche,ide-schelling,2022,24,83,bora-hansgrohe-2022,0
strade-bianche,edward-theuns,2022,30,84,trek-segafredo-2022,0
strade-bianche,miguel-eduardo-florez,2022,26,85,team-arkea-samsic-2022,0
strade-bianche,samuele-rivi,2022,23,86,eolo-kometa-2022,0
strade-bianche,marijn-van-den-berg,2022,22,87,ef-education-easypost-2022,0
strade-bianche,sergio-garcia-gonzalez,2022,22,OTL,eolo-kometa-2022,0
strade-bianche,harry-sweeny,2022,23,OTL,lotto-soudal-2022,0
strade-bianche,romain-hardy,2022,33,OTL,team-arkea-samsic-2022,0
strade-bianche,clement-venturini,2022,28,DNF,ag2r-citroen-team-2022,0
strade-bianche,michael-gogl,2022,28,DNF,alpecin-fenix-2022,0
strade-bianche,stefano-oldani,2022,24,DNF,alpecin-fenix-2022,0
strade-bianche,gianni-vermeersch,2022,29,DNF,alpecin-fenix-2022,0
strade-bianche,elie-gesbert,2022,26,DNF,team-arkea-samsic-2022,0
strade-bianche,antoine-duchesne,2022,30,DNF,groupama-fdj-2022,0
strade-bianche,michael-matthews,2022,31,DNF,team-bikeexchange-jayco-2022,0
strade-bianche,matteo-sobrero,2022,24,DNF,team-bikeexchange-jayco-2022,0
strade-bianche,sam-bewley,2022,34,DNF,team-bikeexchange-jayco-2022,0
strade-bianche,tsgabu-gebremaryam-grmay,2022,30,DNF,team-bikeexchange-jayco-2022,0
strade-bianche,alexander-konychev,2022,23,DNF,team-bikeexchange-jayco-2022,0
strade-bianche,vegard-stake-laengen,2022,33,DNF,uae-team-emirates-2022,0
strade-bianche,mikkel-bjerg,2022,23,DNF,uae-team-emirates-2022,0
strade-bianche,ariel-maximiliano-richeze,2022,38,DNF,uae-team-emirates-2022,0
strade-bianche,gianluca-brambilla,2022,34,DNF,trek-segafredo-2022,0
strade-bianche,dries-devenyns,2022,38,DNF,quick-step-alpha-vinyl-2022,0
strade-bianche,mauro-schmid,2022,22,DNF,quick-step-alpha-vinyl-2022,0
strade-bianche,louis-vervaeke,2022,28,DNF,quick-step-alpha-vinyl-2022,0
strade-bianche,tiesj-benoot,2022,27,DNF,team-jumbo-visma-2022,0
strade-bianche,leon-heinschke,2022,22,DNF,team-dsm-2022,0
strade-bianche,nikias-arndt,2022,30,DNF,team-dsm-2022,0
strade-bianche,marco-brenner,2022,19,DNF,team-dsm-2022,0
strade-bianche,chris-hamilton,2022,26,DNF,team-dsm-2022,0
strade-bianche,leonardo-basso,2022,28,DNF,astana-qazaqstan-team-2022,0
strade-bianche,davide-martinelli,2022,28,DNF,astana-qazaqstan-team-2022,0
strade-bianche,manuele-boaro,2022,34,DNF,astana-qazaqstan-team-2022,0
strade-bianche,michele-gazzoli,2022,23,DNF,astana-qazaqstan-team-2022,0
strade-bianche,gianni-moscon,2022,27,DNF,astana-qazaqstan-team-2022,0
strade-bianche,miguel-angel-lopez,2022,28,DNF,astana-qazaqstan-team-2022,0
strade-bianche,patrick-konrad,2022,30,DNF,bora-hansgrohe-2022,0
strade-bianche,cesare-benedetti,2022,34,DNF,bora-hansgrohe-2022,0
strade-bianche,salvatore-puccio,2022,32,DNF,ineos-grenadiers-2022,0
strade-bianche,ben-swift,2022,34,DNF,ineos-grenadiers-2022,0
strade-bianche,theo-delacroix,2022,23,DNF,intermarche-wanty-gobert-materiaux-2022,0
strade-bianche,domenico-pozzovivo,2022,39,DNF,intermarche-wanty-gobert-materiaux-2022,0
strade-bianche,jan-bakelants,2022,36,DNF,intermarche-wanty-gobert-materiaux-2022,0
strade-bianche,jorge-arcas,2022,29,DNF,movistar-team-2022,0
strade-bianche,lluis-guillermo-mas,2022,32,DNF,movistar-team-2022,0
strade-bianche,einer-augusto-rubio-reyes,2022,24,DNF,movistar-team-2022,0
strade-bianche,victor-campenaerts,2022,30,DNF,lotto-soudal-2022,0
strade-bianche,brent-van-moer,2022,24,DNF,lotto-soudal-2022,0
strade-bianche,guy-sagiv,2022,27,DNF,israel-premier-tech-2022,0
strade-bianche,matthias-brandle,2022,32,DNF,israel-premier-tech-2022,0
strade-bianche,taj-jones,2022,21,DNF,israel-premier-tech-2022,0
strade-bianche,edoardo-zardini,2022,32,DNF,drone-hopper-androni-giocattoli-2022,0
strade-bianche,juan-diego-alba,2022,24,DNF,drone-hopper-androni-giocattoli-2022,0
strade-bianche,umberto-marengo,2022,29,DNF,drone-hopper-androni-giocattoli-2022,0
strade-bianche,gabriele-benedetti,2022,21,DNF,drone-hopper-androni-giocattoli-2022,0
strade-bianche,johnatan-canaveral,2022,25,DNF,bardiani-csf-faizane-2022,0
strade-bianche,filippo-fiorelli,2022,27,DNF,bardiani-csf-faizane-2022,0
strade-bianche,alex-tolio,2022,21,DNF,bardiani-csf-faizane-2022,0
strade-bianche,giovanni-visconti,2022,39,DNF,bardiani-csf-faizane-2022,0
strade-bianche,matej-mohoric,2022,27,DNF,bahrain-victorious-2022,0
strade-bianche,heinrich-haussler,2022,38,DNF,bahrain-victorious-2022,0
strade-bianche,ben-healy,2022,21,DNF,ef-education-easypost-2022,0
strade-bianche,simone-bevilacqua,2022,25,DNF,eolo-kometa-2022,0
strade-bianche,marton-dina,2022,25,DNF,eolo-kometa-2022,0
strade-bianche,simone-ravanelli,2022,26,DNS,drone-hopper-androni-giocattoli-2022,0
strade-bianche,alejandro-osorio-carbajal,2022,23,DNS,bahrain-victorious-2022,0
strade-bianche,mathieu-van-der-poel,2021,26,1,alpecin-fenix-2021,300
strade-bianche,julian-alaphilippe,2021,28,2,deceuninck-quick-step-2021,250
strade-bianche,egan-bernal,2021,24,3,ineos-grenadiers-2021,215
strade-bianche,wout-van-aert,2021,26,4,team-jumbo-visma-2021,175
strade-bianche,thomas-pidcock,2021,21,5,ineos-grenadiers-2021,120
strade-bianche,michael-gogl,2021,27,6,team-qhubeka-assos-2021,115
strade-bianche,tadej-pogacar,2021,22,7,uae-team-emirates-2021,95
strade-bianche,simon-clarke,2021,34,8,team-qhubeka-assos-2021,75
strade-bianche,jakob-fuglsang,2021,35,9,astana-premier-tech-2021,60
strade-bianche,pello-bilbao,2021,31,10,bahrain-victorious-2021,50
strade-bianche,simon-carr,2021,22,11,ef-education-nippo-2021,40
strade-bianche,robert-power,2021,25,12,team-qhubeka-assos-2021,35
strade-bianche,tim-wellens,2021,29,13,lotto-soudal-2021,30
strade-bianche,gianni-vermeersch,2021,28,14,alpecin-fenix-2021,25
strade-bianche,petr-vakoc,2021,28,15,alpecin-fenix-2021,20
strade-bianche,kevin-geniets,2021,24,16,groupama-fdj-2021,20
strade-bianche,clement-venturini,2021,27,17,ag2r-citroen-team-2021,20
strade-bianche,bauke-mollema,2021,34,18,trek-segafredo-2021,20
strade-bianche,greg-van-avermaet,2021,35,19,ag2r-citroen-team-2021,20
strade-bianche,romain-bardet,2021,30,20,team-dsm-2021,20
strade-bianche,valentin-madouas,2021,24,21,groupama-fdj-2021,12
strade-bianche,alex-aranburu,2021,25,22,astana-premier-tech-2021,12
strade-bianche,alberto-bettiol,2021,27,23,ef-education-nippo-2021,12
strade-bianche,davide-formolo,2021,28,24,uae-team-emirates-2021,12
strade-bianche,kasper-asgreen,2021,26,25,deceuninck-quick-step-2021,12
strade-bianche,andrea-vendrame,2021,26,26,ag2r-citroen-team-2021,12
strade-bianche,owain-doull,2021,27,27,ineos-grenadiers-2021,12
strade-bianche,andreas-kron,2021,22,28,lotto-soudal-2021,12
strade-bianche,ivan-garcia-cortina,2021,25,29,movistar-team-2021,12
strade-bianche,robert-stannard,2021,22,30,team-bikeexchange-2021,12
strade-bianche,stefan-kung,2021,27,31,groupama-fdj-2021,5
strade-bianche,patrick-konrad,2021,29,32,bora-hansgrohe-2021,5
strade-bianche,gianluca-brambilla,2021,33,33,trek-segafredo-2021,5
strade-bianche,lorenzo-rota,2021,25,34,intermarche-wanty-gobert-materiaux-2021,5
strade-bianche,nans-peters,2021,26,35,ag2r-citroen-team-2021,5
strade-bianche,rudy-molard,2021,31,36,groupama-fdj-2021,5
strade-bianche,joao-almeida,2021,22,37,deceuninck-quick-step-2021,5
strade-bianche,filippo-zana,2021,21,38,bardiani-csf-2021,5
strade-bianche,simon-guglielmi,2021,23,39,groupama-fdj-2021,5
strade-bianche,emanuel-buchmann,2021,28,40,bora-hansgrohe-2021,5
strade-bianche,mauro-schmid,2021,21,41,team-qhubeka-assos-2021,5
strade-bianche,vegard-stake-laengen,2021,32,42,uae-team-emirates-2021,5
strade-bianche,hermann-pernsteiner,2021,30,43,bahrain-victorious-2021,5
strade-bianche,brent-bookwalter,2021,37,44,team-bikeexchange-2021,5
strade-bianche,toms-skujins,2021,29,45,trek-segafredo-2021,5
strade-bianche,tobias-foss,2021,23,46,team-jumbo-visma-2021,5
strade-bianche,alejandro-valverde,2021,40,47,movistar-team-2021,5
strade-bianche,lluis-guillermo-mas,2021,31,48,movistar-team-2021,5
strade-bianche,gonzalo-serrano,2021,26,49,movistar-team-2021,5
strade-bianche,gorka-izagirre,2021,33,50,astana-premier-tech-2021,5
strade-bianche,hugo-houle,2021,30,51,astana-premier-tech-2021,2
strade-bianche,michael-schar,2021,34,52,ag2r-citroen-team-2021,2
strade-bianche,daniel-oss,2021,34,53,bora-hansgrohe-2021,2
strade-bianche,quinn-simmons,2021,19,54,trek-segafredo-2021,2
strade-bianche,giovanni-aleotti,2021,21,55,bora-hansgrohe-2021,2
strade-bianche,matej-mohoric,2021,26,56,bahrain-victorious-2021,1
strade-bianche,diego-rosa,2021,31,57,team-arkea-samsic-2021,1
strade-bianche,jan-polanc,2021,28,58,uae-team-emirates-2021,1
strade-bianche,alessandro-de-marchi,2021,34,59,israel-start-up-nation-2021,1
strade-bianche,christopher-juul-jensen,2021,31,60,team-bikeexchange-2021,1
strade-bianche,brent-van-moer,2021,23,61,lotto-soudal-2021,0
strade-bianche,zdenek-stybar,2021,35,62,deceuninck-quick-step-2021,0
strade-bianche,simon-yates,2021,28,63,team-bikeexchange-2021,0
strade-bianche,romain-seigle,2021,26,64,groupama-fdj-2021,0
strade-bianche,jan-bakelants,2021,35,65,intermarche-wanty-gobert-materiaux-2021,0
strade-bianche,pieter-serry,2021,32,66,deceuninck-quick-step-2021,0
strade-bianche,pavel-sivakov,2021,23,67,ineos-grenadiers-2021,0
strade-bianche,marcus-burghardt,2021,37,68,bora-hansgrohe-2021,0
strade-bianche,robert-gesink,2021,34,69,team-jumbo-visma-2021,0
strade-bianche,ben-zwiehoff,2021,27,70,bora-hansgrohe-2021,0
strade-bianche,abner-gonzalez-rivera,2021,20,71,movistar-team-2021,0
strade-bianche,emil-vinjebo,2021,26,72,team-qhubeka-assos-2021,0
strade-bianche,amanuel-ghebreigzabhier,2021,26,73,trek-segafredo-2021,0
strade-bianche,matis-louvel,2021,21,74,team-arkea-samsic-2021,0
strade-bianche,tom-van-asbroeck,2021,30,75,israel-start-up-nation-2021,0
strade-bianche,nathan-van-hooydonck,2021,25,76,team-jumbo-visma-2021,0
strade-bianche,theo-delacroix,2021,22,77,intermarche-wanty-gobert-materiaux-2021,0
strade-bianche,josip-rumac,2021,26,78,androni-giocattoli-sidermec-2021,0
strade-bianche,tom-bohli,2021,27,79,cofidis-2021,0
strade-bianche,mattia-bais,2021,24,80,androni-giocattoli-sidermec-2021,0
strade-bianche,filippo-conca,2021,22,81,lotto-soudal-2021,0
strade-bianche,thomas-champion,2021,21,82,cofidis-2021,0
strade-bianche,jan-tratnik,2021,31,83,bahrain-victorious-2021,0
strade-bianche,bert-jan-lindeman,2021,31,84,team-qhubeka-assos-2021,0
strade-bianche,timo-roosen,2021,28,85,team-jumbo-visma-2021,0
strade-bianche,reto-hollenstein,2021,35,86,israel-start-up-nation-2021,0
strade-bianche,andre-carvalho,2021,23,87,cofidis-2021,0
strade-bianche,gijs-van-hoecke,2021,29,88,ag2r-citroen-team-2021,0
strade-bianche,jack-bauer,2021,35,89,team-bikeexchange-2021,0
strade-bianche,chris-hamilton,2021,25,90,team-dsm-2021,0
strade-bianche,simone-petilli,2021,27,91,intermarche-wanty-gobert-materiaux-2021,0
strade-bianche,alessandro-tonelli,2021,28,92,bardiani-csf-2021,0
strade-bianche,marco-marcato,2021,37,93,uae-team-emirates-2021,0
strade-bianche,frederik-frison,2021,28,94,lotto-soudal-2021,0
strade-bianche,philipp-walsleben,2021,33,95,alpecin-fenix-2021,0
strade-bianche,manuele-boaro,2021,33,96,astana-premier-tech-2021,0
strade-bianche,hector-carretero,2021,25,97,movistar-team-2021,0
strade-bianche,joris-nieuwenhuis,2021,25,98,team-dsm-2021,0
strade-bianche,martijn-tusveld,2021,27,99,team-dsm-2021,0
strade-bianche,erik-fetter,2021,20,100,eolo-kometa-2021,0
strade-bianche,davide-bais,2021,22,101,eolo-kometa-2021,0
strade-bianche,andrea-di-renzo,2021,26,102,vini-zabu-2021,0
strade-bianche,tobias-ludvigsson,2021,30,103,groupama-fdj-2021,0
strade-bianche,benjamin-declercq,2021,27,104,team-arkea-samsic-2021,0
strade-bianche,lukasz-owsian,2021,31,105,team-arkea-samsic-2021,0
strade-bianche,natnael-berhane,2021,30,106,cofidis-2021,0
strade-bianche,romain-combaud,2021,29,107,team-dsm-2021,0
strade-bianche,samuele-zoccarato,2021,23,108,bardiani-csf-2021,0
strade-bianche,mads-wurtz-schmidt,2021,26,109,israel-start-up-nation-2021,0
strade-bianche,nathan-haas,2021,31,110,cofidis-2021,0
strade-bianche,kevin-vermaerke,2021,20,111,team-dsm-2021,0
strade-bianche,nicolas-edet,2021,33,112,cofidis-2021,0
strade-bianche,kevin-ledanois,2021,27,113,team-arkea-samsic-2021,0
strade-bianche,mitchell-docker,2021,34,114,ef-education-nippo-2021,0
strade-bianche,sergio-samitier,2021,25,115,movistar-team-2021,0
strade-bianche,patrick-gamper,2021,24,116,bora-hansgrohe-2021,0
strade-bianche,thymen-arensman,2021,21,117,team-dsm-2021,0
strade-bianche,chris-harper,2021,26,118,team-jumbo-visma-2021,0
strade-bianche,otto-vergaerde,2021,26,OTL,alpecin-fenix-2021,0
strade-bianche,filippo-tagliani,2021,25,OTL,androni-giocattoli-sidermec-2021,0
strade-bianche,lilian-calmejane,2021,28,OTL,ag2r-citroen-team-2021,0
strade-bianche,xandro-meurisse,2021,29,OTL,alpecin-fenix-2021,0
strade-bianche,davide-orrico,2021,31,OTL,vini-zabu-2021,0
strade-bianche,mattia-bevilacqua,2021,22,OTL,vini-zabu-2021,0
strade-bianche,barnabas-peak,2021,22,OTL,team-bikeexchange-2021,0
strade-bianche,jonas-gregaard,2021,24,OTL,astana-premier-tech-2021,0
strade-bianche,guillaume-boivin,2021,31,OTL,israel-start-up-nation-2021,0
strade-bianche,alexis-renard,2021,21,OTL,israel-start-up-nation-2021,0
strade-bianche,nicola-venchiarutti,2021,22,OTL,androni-giocattoli-sidermec-2021,0
strade-bianche,mattia-viel,2021,25,OTL,androni-giocattoli-sidermec-2021,0
strade-bianche,jefferson-alexander-cepeda,2021,22,OTL,androni-giocattoli-sidermec-2021,0
strade-bianche,fabio-mazzucco,2021,21,OTL,bardiani-csf-2021,0
strade-bianche,julius-van-den-berg,2021,24,OTL,ef-education-nippo-2021,0
strade-bianche,sebastian-langeveld,2021,36,OTL,ef-education-nippo-2021,0
strade-bianche,diego-pablo-sevilla,2021,25,OTL,eolo-kometa-2021,0
strade-bianche,sergio-garcia-gonzalez,2021,21,OTL,eolo-kometa-2021,0
strade-bianche,arturo-gravalos-lopez,2021,23,OTL,eolo-kometa-2021,0
strade-bianche,daniel-viegas,2021,23,OTL,eolo-kometa-2021,0
strade-bianche,jonas-rickaert,2021,27,DNF,alpecin-fenix-2021,0
strade-bianche,thibault-guernalec,2021,23,DNF,team-arkea-samsic-2021,0
strade-bianche,laurent-pichon,2021,34,DNF,team-arkea-samsic-2021,0
strade-bianche,fabio-sabatini,2021,36,DNF,cofidis-2021,0
strade-bianche,kamil-gradek,2021,30,DNF,vini-zabu-2021,0
strade-bianche,simone-bevilacqua,2021,24,DNF,vini-zabu-2021,0
strade-bianche,alessandro-iacchi,2021,21,DNF,vini-zabu-2021,0
strade-bianche,jan-petelin,2021,24,DNF,vini-zabu-2021,0
strade-bianche,nick-schultz,2021,26,DNF,team-bikeexchange-2021,0
strade-bianche,valerio-conti,2021,27,DNF,uae-team-emirates-2021,0
strade-bianche,alexandr-riabushenko,2021,25,DNF,uae-team-emirates-2021,0
strade-bianche,nicola-conci,2021,24,DNF,trek-segafredo-2021,0
strade-bianche,antonio-nibali,2021,28,DNF,trek-segafredo-2021,0
strade-bianche,karel-vacek,2021,20,DNF,team-qhubeka-assos-2021,0
strade-bianche,davide-ballerini,2021,26,DNF,deceuninck-quick-step-2021,0
strade-bianche,dries-devenyns,2021,37,DNF,deceuninck-quick-step-2021,0
strade-bianche,paul-martens,2021,37,DNF,team-jumbo-visma-2021,0
strade-bianche,fabio-felline,2021,30,DNF,astana-premier-tech-2021,0
strade-bianche,michal-kwiatkowski,2021,30,DNF,ineos-grenadiers-2021,0
strade-bianche,salvatore-puccio,2021,31,DNF,ineos-grenadiers-2021,0
strade-bianche,leonardo-basso,2021,27,DNF,ineos-grenadiers-2021,0
strade-bianche,loic-vliegen,2021,27,DNF,intermarche-wanty-gobert-materiaux-2021,0
strade-bianche,tom-devriendt,2021,29,DNF,intermarche-wanty-gobert-materiaux-2021,0
strade-bianche,andrea-pasqualon,2021,33,DNF,intermarche-wanty-gobert-materiaux-2021,0
strade-bianche,tomasz-marczynski,2021,37,DNF,lotto-soudal-2021,0
strade-bianche,tosh-van-der-sande,2021,30,DNF,lotto-soudal-2021,0
strade-bianche,jenthe-biermans,2021,25,DNF,israel-start-up-nation-2021,0
strade-bianche,simon-pellaud,2021,28,DNF,androni-giocattoli-sidermec-2021,0
strade-bianche,filippo-zaccanti,2021,25,DNF,bardiani-csf-2021,0
strade-bianche,giovanni-visconti,2021,38,DNF,bardiani-csf-2021,0
strade-bianche,davide-gabburo,2021,27,DNF,bardiani-csf-2021,0
strade-bianche,domen-novak,2021,25,DNF,bahrain-victorious-2021,0
strade-bianche,mark-padun,2021,24,DNF,bahrain-victorious-2021,0
strade-bianche,eros-capecchi,2021,34,DNF,bahrain-victorious-2021,0
strade-bianche,lawson-craddock,2021,29,DNF,ef-education-nippo-2021,0
strade-bianche,alex-howes,2021,33,DNF,ef-education-nippo-2021,0
strade-bianche,samuele-rivi,2021,22,DNF,eolo-kometa-2021,0
strade-bianche,wout-van-aert,2020,25,1,team-jumbo-visma-2020,300
strade-bianche,davide-formolo,2020,27,2,uae-team-emirates-2020,250
strade-bianche,maximilian-schachmann,2020,26,3,bora-hansgrohe-2020,215
strade-bianche,alberto-bettiol,2020,26,4,ef-pro-cycling-2020,175
strade-bianche,jakob-fuglsang,2020,35,5,astana-pro-team-2020,120
strade-bianche,zdenek-stybar,2020,34,6,deceuninck-quick-step-2020,115
strade-bianche,brent-bookwalter,2020,36,7,mitchelton-scott-2020,95
strade-bianche,greg-van-avermaet,2020,35,8,ccc-team-2020,75
strade-bianche,michael-gogl,2020,26,9,ntt-pro-cycling-2020,60
strade-bianche,diego-rosa,2020,31,10,team-arkea-samsic-2020,50
strade-bianche,gregor-muhlberger,2020,26,11,bora-hansgrohe-2020,40
strade-bianche,michal-kwiatkowski,2020,30,12,team-ineos-2020,35
strade-bianche,tadej-pogacar,2020,21,13,uae-team-emirates-2020,30
strade-bianche,stefan-kung,2020,26,14,groupama-fdj-2020,25
strade-bianche,mathieu-van-der-poel,2020,25,15,alpecin-fenix-2020,20
strade-bianche,diego-ulissi,2020,31,16,uae-team-emirates-2020,20
strade-bianche,gorka-izagirre,2020,32,17,astana-pro-team-2020,20
strade-bianche,loic-vliegen,2020,26,18,circus-wanty-gobert-2020,20
strade-bianche,matej-mohoric,2020,25,19,bahrain-mclaren-2020,20
strade-bianche,andrea-vendrame,2020,26,20,ag2r-la-mondiale-2020,20
strade-bianche,valerio-conti,2020,27,21,uae-team-emirates-2020,12
strade-bianche,jack-bauer,2020,35,22,mitchelton-scott-2020,12
strade-bianche,marcus-burghardt,2020,37,23,bora-hansgrohe-2020,12
strade-bianche,julian-alaphilippe,2020,28,24,deceuninck-quick-step-2020,12
strade-bianche,philippe-gilbert,2020,38,25,lotto-soudal-2020,12
strade-bianche,josip-rumac,2020,25,26,androni-sidermec-bottecchia-2020,12
strade-bianche,daniel-oss,2020,33,27,bora-hansgrohe-2020,12
strade-bianche,michael-schar,2020,33,28,ccc-team-2020,12
strade-bianche,hugo-houle,2020,29,29,astana-pro-team-2020,12
strade-bianche,michael-valgren-andersen,2020,28,30,ntt-pro-cycling-2020,12
strade-bianche,olivier-le-gac,2020,26,31,groupama-fdj-2020,5
strade-bianche,giulio-ciccone,2020,25,32,trek-segafredo-2020,5
strade-bianche,alessandro-de-marchi,2020,34,33,ccc-team-2020,5
strade-bianche,alex-dowsett,2020,31,34,israel-start-up-nation-2020,5
strade-bianche,lawson-craddock,2020,28,35,ef-pro-cycling-2020,5
strade-bianche,michael-woods,2020,33,36,ef-pro-cycling-2020,5
strade-bianche,cyril-gautier,2020,32,37,vital-concept-bb-hotels-pb-ktm-2020,5
strade-bianche,amund-grondahl-jansen,2020,26,38,team-jumbo-visma-2020,5
strade-bianche,rui-costa,2020,33,39,uae-team-emirates-2020,5
strade-bianche,simon-pellaud,2020,27,40,androni-sidermec-bottecchia-2020,5
strade-bianche,davide-gabburo,2020,27,41,androni-sidermec-bottecchia-2020,5
strade-bianche,edvald-boasson-hagen,2020,33,42,ntt-pro-cycling-2020,5
strade-bianche,gianni-vermeersch,2020,27,OTL,alpecin-fenix-2020,0
