Race_Name,Name,Season,Age,Rank,Team_Name,UCI
milano-sanremo,serghei-tvetcov,2016,27,155,androni-giocattoli-sidermec-2016,0
milano-sanremo,gediminas-bagdonas,2016,30,156,ag2r-la-mondiale-2016,0
milano-sanremo,luka-mezgec,2016,27,157,orica-greenedge-2016,0
milano-sanremo,charles-planet,2016,22,158,team-novo-nordisk-2016,0
milano-sanremo,jens-keukeleire,2016,27,159,orica-greenedge-2016,0
milano-sanremo,kevin-de-mesmaeker,2016,24,160,team-novo-nordisk-2016,0
milano-sanremo,reto-hollenstein,2016,30,161,iam-cycling-2016,0
milano-sanremo,jos-van-emden,2016,31,162,team-lottonl-jumbo-2016,0
milano-sanremo,mickael-delage,2016,30,163,fdj-2016,0
milano-sanremo,tom-leezer,2016,30,164,team-lottonl-jumbo-2016,0
milano-sanremo,william-bonnet,2016,33,165,fdj-2016,0
milano-sanremo,marcel-sieberg,2016,33,166,lotto-soudal-2016,0
milano-sanremo,daryl-impey,2016,31,167,orica-greenedge-2016,0
milano-sanremo,adam-blythe,2016,26,168,tinkoff-2016,0
milano-sanremo,geraint-thomas,2016,29,169,team-sky-2016,0
milano-sanremo,adrian-honkisz,2016,28,170,ccc-sprandi-polkowice-2016,0
milano-sanremo,christopher-juul-jensen,2016,26,171,orica-greenedge-2016,0
milano-sanremo,sebastian-langeveld,2016,31,172,cannondale-pro-cycling-team-2016,0
milano-sanremo,adrian-kurek,2016,27,173,ccc-sprandi-polkowice-2016,0
milano-sanremo,jay-robert-thomson,2016,29,174,dimension-data-2016,0
milano-sanremo,eugenio-alafaci,2016,25,175,trek-segafredo-2016,0
milano-sanremo,nikolay-mihaylov,2016,27,176,ccc-sprandi-polkowice-2016,0
milano-sanremo,alessandro-tonelli,2016,23,177,bardiani-csf-2016,0
milano-sanremo,samuele-conti,2016,24,178,wilier-southeast-2016,0
milano-sanremo,jakub-mareczko,2016,21,179,wilier-southeast-2016,0
milano-sanremo,axel-domont,2016,25,180,ag2r-la-mondiale-2016,0
milano-sanremo,jerome-cousin,2016,26,DNF,cofidis-solutions-credits-2016,0
milano-sanremo,cyril-lemoine,2016,33,DNF,cofidis-solutions-credits-2016,0
milano-sanremo,sam-bewley,2016,28,DNF,orica-greenedge-2016,0
milano-sanremo,sergey-lagutin,2016,35,DNF,team-katusha-2016,0
milano-sanremo,federico-zurlo,2016,22,DNF,lampre-merida-2016,0
milano-sanremo,manuele-mori,2016,35,DNF,lampre-merida-2016,0
milano-sanremo,serge-pauwels,2016,32,DNF,dimension-data-2016,0
milano-sanremo,nathan-haas,2016,27,DNF,dimension-data-2016,0
milano-sanremo,julien-vermote,2016,26,DNF,etixx-quick-step-2016,0
milano-sanremo,albert-timmer,2016,30,DNF,team-giant-alpecin-2016,0
milano-sanremo,nikias-arndt,2016,24,DNF,team-giant-alpecin-2016,0
milano-sanremo,javier-megias,2016,32,DNF,team-novo-nordisk-2016,0
milano-sanremo,andrea-peron,2016,27,DNF,team-novo-nordisk-2016,0
milano-sanremo,carlos-betancur,2016,26,DNF,movistar-team-20162,0
milano-sanremo,daniele-bennati,2016,35,DNF,tinkoff-2016,0
milano-sanremo,giorgio-cecchinel,2016,26,DNF,androni-giocattoli-sidermec-2016,0
milano-sanremo,nicola-boem,2016,26,DNF,bardiani-csf-2016,0
milano-sanremo,stefano-pirazzi,2016,29,DNF,bardiani-csf-2016,0
milano-sanremo,simon-clarke,2016,29,DNF,cannondale-pro-cycling-team-2016,0
milano-sanremo,moreno-hofland,2016,24,DNS,team-lottonl-jumbo-2016,0
omloop-het-nieuwsblad,wout-van-aert,2022,27,1,team-jumbo-visma-2022,300
omloop-het-nieuwsblad,sonny-colbrelli,2022,31,2,bahrain-victorious-2022,250
omloop-het-nieuwsblad,greg-van-avermaet,2022,36,3,ag2r-citroen-team-2022,215
omloop-het-nieuwsblad,oliver-naesen,2022,31,4,ag2r-citroen-team-2022,175
omloop-het-nieuwsblad,victor-campenaerts,2022,30,5,lotto-soudal-2022,120
omloop-het-nieuwsblad,rasmus-tiller,2022,25,6,uno-x-pro-cycling-team-2022,115
omloop-het-nieuwsblad,matteo-trentin,2022,32,7,uae-team-emirates-2022,95
omloop-het-nieuwsblad,andrea-pasqualon,2022,34,8,intermarche-wanty-gobert-materiaux-2022,75
omloop-het-nieuwsblad,florian-senechal,2022,28,9,quick-step-alpha-vinyl-2022,60
omloop-het-nieuwsblad,jasper-stuyven,2022,29,10,trek-segafredo-2022,50
omloop-het-nieuwsblad,simon-clarke,2022,35,11,israel-premier-tech-2022,40
omloop-het-nieuwsblad,stefan-kung,2022,28,12,groupama-fdj-2022,35
omloop-het-nieuwsblad,alex-aranburu,2022,26,13,movistar-team-2022,30
omloop-het-nieuwsblad,matis-louvel,2022,22,14,team-arkea-samsic-2022,25
omloop-het-nieuwsblad,alex-kirsch,2022,29,15,trek-segafredo-2022,20
omloop-het-nieuwsblad,owain-doull,2022,28,16,ef-education-easypost-2022,20
omloop-het-nieuwsblad,matej-mohoric,2022,27,17,bahrain-victorious-2022,20
omloop-het-nieuwsblad,thomas-pidcock,2022,22,18,ineos-grenadiers-2022,20
omloop-het-nieuwsblad,tobias-ludvigsson,2022,31,19,groupama-fdj-2022,20
omloop-het-nieuwsblad,alfred-wright,2022,22,20,bahrain-victorious-2022,20
omloop-het-nieuwsblad,ethan-hayter,2022,23,21,ineos-grenadiers-2022,12
omloop-het-nieuwsblad,heinrich-haussler,2022,38,22,bahrain-victorious-2022,12
omloop-het-nieuwsblad,amaury-capiot,2022,28,23,team-arkea-samsic-2022,12
omloop-het-nieuwsblad,mike-teunissen,2022,29,24,team-jumbo-visma-2022,12
omloop-het-nieuwsblad,dries-van-gestel,2022,27,25,team-totalenergies-2022,12
omloop-het-nieuwsblad,luca-mozzato,2022,24,26,b-b-hotels-ktm-2022,12
omloop-het-nieuwsblad,nils-politt,2022,27,27,bora-hansgrohe-2022,12
omloop-het-nieuwsblad,fredrik-dversnes,2022,24,28,uno-x-pro-cycling-team-2022,12
omloop-het-nieuwsblad,arjen-livyns,2022,27,29,bingoal-pauwels-sauzen-wb-2022,12
omloop-het-nieuwsblad,ivan-garcia-cortina,2022,26,30,movistar-team-2022,12
omloop-het-nieuwsblad,dries-de-bondt,2022,30,31,alpecin-fenix-2022,5
omloop-het-nieuwsblad,jasper-de-buyst,2022,28,32,lotto-soudal-2022,5
omloop-het-nieuwsblad,guillaume-boivin,2022,32,33,israel-premier-tech-2022,5
omloop-het-nieuwsblad,jhonatan-narvaez,2022,24,34,ineos-grenadiers-2022,5
omloop-het-nieuwsblad,connor-swift,2022,26,35,team-arkea-samsic-2022,5
omloop-het-nieuwsblad,jordi-warlop,2022,25,36,b-b-hotels-ktm-2022,5
omloop-het-nieuwsblad,jenthe-biermans,2022,26,37,israel-premier-tech-2022,5
omloop-het-nieuwsblad,fabian-lienhard,2022,28,38,groupama-fdj-2022,5
omloop-het-nieuwsblad,brent-van-moer,2022,24,39,lotto-soudal-2022,5
omloop-het-nieuwsblad,philippe-gilbert,2022,39,40,lotto-soudal-2022,5
omloop-het-nieuwsblad,bryan-coquard,2022,29,41,cofidis-2022,5
omloop-het-nieuwsblad,anders-skaarseth,2022,26,42,uno-x-pro-cycling-team-2022,5
omloop-het-nieuwsblad,john-degenkolb,2022,33,43,team-dsm-2022,5
omloop-het-nieuwsblad,laurenz-rex,2022,22,44,bingoal-pauwels-sauzen-wb-2022,5
omloop-het-nieuwsblad,stan-dewulf,2022,24,45,ag2r-citroen-team-2022,5
omloop-het-nieuwsblad,kenneth-van-rooy,2022,28,46,sport-vlaanderen-baloise-2022,5
omloop-het-nieuwsblad,jonas-koch,2022,28,47,bora-hansgrohe-2022,5
omloop-het-nieuwsblad,kevin-vauquelin,2022,20,48,team-arkea-samsic-2022,5
omloop-het-nieuwsblad,ben-swift,2022,34,49,ineos-grenadiers-2022,5
omloop-het-nieuwsblad,toms-skujins,2022,30,50,trek-segafredo-2022,5
omloop-het-nieuwsblad,loic-vliegen,2022,28,51,intermarche-wanty-gobert-materiaux-2022,2
omloop-het-nieuwsblad,damien-touze,2022,25,52,ag2r-citroen-team-2022,2
omloop-het-nieuwsblad,simone-consonni,2022,27,53,cofidis-2022,2
omloop-het-nieuwsblad,xandro-meurisse,2022,30,54,alpecin-fenix-2022,2
omloop-het-nieuwsblad,daniel-oss,2022,35,55,team-totalenergies-2022,2
omloop-het-nieuwsblad,tobias-halland-johannessen,2022,22,56,uno-x-pro-cycling-team-2022,1
omloop-het-nieuwsblad,jonas-iversby-hvideberg,2022,23,57,team-dsm-2022,1
omloop-het-nieuwsblad,michael-gogl,2022,28,58,alpecin-fenix-2022,1
omloop-het-nieuwsblad,ben-turner,2022,22,59,ineos-grenadiers-2022,1
omloop-het-nieuwsblad,alexander-kristoff,2022,34,60,intermarche-wanty-gobert-materiaux-2022,1
omloop-het-nieuwsblad,florian-vermeersch,2022,22,61,lotto-soudal-2022,0
omloop-het-nieuwsblad,zdenek-stybar,2022,36,62,quick-step-alpha-vinyl-2022,0
omloop-het-nieuwsblad,oier-lazkano,2022,22,63,movistar-team-2022,0
omloop-het-nieuwsblad,rui-oliveira,2022,25,64,uae-team-emirates-2022,0
omloop-het-nieuwsblad,ward-vanhoof,2022,22,65,sport-vlaanderen-baloise-2022,0
omloop-het-nieuwsblad,tiesj-benoot,2022,27,66,team-jumbo-visma-2022,0
omloop-het-nieuwsblad,pascal-eenkhoorn,2022,25,67,team-jumbo-visma-2022,0
omloop-het-nieuwsblad,nathan-van-hooydonck,2022,26,68,team-jumbo-visma-2022,0
omloop-het-nieuwsblad,olivier-le-gac,2022,28,69,groupama-fdj-2022,0
omloop-het-nieuwsblad,tom-van-asbroeck,2022,31,70,israel-premier-tech-2022,0
omloop-het-nieuwsblad,aime-de-gendt,2022,27,71,intermarche-wanty-gobert-materiaux-2022,0
omloop-het-nieuwsblad,yves-lampaert,2022,30,72,quick-step-alpha-vinyl-2022,0
omloop-het-nieuwsblad,hugo-houle,2022,31,73,israel-premier-tech-2022,0
omloop-het-nieuwsblad,luis-leon-sanchez,2022,38,74,bahrain-victorious-2022,0
omloop-het-nieuwsblad,ben-healy,2022,21,75,ef-education-easypost-2022,0
omloop-het-nieuwsblad,kasper-asgreen,2022,27,76,quick-step-alpha-vinyl-2022,0
omloop-het-nieuwsblad,daniel-mclay,2022,30,77,team-arkea-samsic-2022,0
omloop-het-nieuwsblad,lewis-askey,2022,20,78,groupama-fdj-2022,0
omloop-het-nieuwsblad,tom-bohli,2022,28,79,cofidis-2022,0
omloop-het-nieuwsblad,vegard-stake-laengen,2022,33,80,uae-team-emirates-2022,0
omloop-het-nieuwsblad,kamil-gradek,2022,31,81,bahrain-victorious-2022,0
omloop-het-nieuwsblad,adrien-petit,2022,31,82,intermarche-wanty-gobert-materiaux-2022,0
omloop-het-nieuwsblad,dimitri-claeys,2022,34,83,intermarche-wanty-gobert-materiaux-2022,0
omloop-het-nieuwsblad,sander-de-pestel,2022,23,84,sport-vlaanderen-baloise-2022,0
omloop-het-nieuwsblad,morten-hulgaard,2022,23,85,uno-x-pro-cycling-team-2022,0
omloop-het-nieuwsblad,juri-hollmann,2022,22,86,movistar-team-2022,0
omloop-het-nieuwsblad,erik-nordsaeter-resell,2022,25,87,uno-x-pro-cycling-team-2022,0
omloop-het-nieuwsblad,louis-blouwe,2022,22,88,bingoal-pauwels-sauzen-wb-2022,0
omloop-het-nieuwsblad,sven-erik-bystrom,2022,30,89,intermarche-wanty-gobert-materiaux-2022,0
omloop-het-nieuwsblad,guillaume-van-keirsbulck,2022,31,90,alpecin-fenix-2022,0
omloop-het-nieuwsblad,gijs-van-hoecke,2022,30,91,ag2r-citroen-team-2022,0
omloop-het-nieuwsblad,dmitriy-gruzdev,2022,35,92,astana-qazaqstan-team-2022,0
omloop-het-nieuwsblad,jens-keukeleire,2022,33,93,ef-education-easypost-2022,0
omloop-het-nieuwsblad,senne-leysen,2022,25,94,alpecin-fenix-2022,0
omloop-het-nieuwsblad,stanislaw-aniolkowski,2022,25,95,bingoal-pauwels-sauzen-wb-2022,0
omloop-het-nieuwsblad,clement-russo,2022,27,96,team-arkea-samsic-2022,0
omloop-het-nieuwsblad,otto-vergaerde,2022,27,97,trek-segafredo-2022,0
omloop-het-nieuwsblad,peter-sagan,2022,32,98,team-totalenergies-2022,0
omloop-het-nieuwsblad,jeremy-lecroq,2022,26,99,b-b-hotels-ktm-2022,0
omloop-het-nieuwsblad,edward-theuns,2022,30,100,trek-segafredo-2022,0
omloop-het-nieuwsblad,daan-hoole,2022,23,101,trek-segafredo-2022,0
omloop-het-nieuwsblad,michael-schar,2022,35,102,ag2r-citroen-team-2022,0
omloop-het-nieuwsblad,soren-kragh-andersen,2022,27,103,team-dsm-2022,0
omloop-het-nieuwsblad,lindsay-de-vylder,2022,26,104,sport-vlaanderen-baloise-2022,0
omloop-het-nieuwsblad,donavan-grondin,2022,21,105,team-arkea-samsic-2022,0
omloop-het-nieuwsblad,timothy-dupont,2022,34,106,bingoal-pauwels-sauzen-wb-2022,0
omloop-het-nieuwsblad,aaron-verwilst,2022,24,107,sport-vlaanderen-baloise-2022,0
omloop-het-nieuwsblad,magnus-sheffield,2022,19,108,ineos-grenadiers-2022,0
omloop-het-nieuwsblad,jan-maas,2022,26,109,team-bikeexchange-jayco-2022,0
omloop-het-nieuwsblad,ryan-gibbons,2022,27,110,uae-team-emirates-2022,0
omloop-het-nieuwsblad,lluis-guillermo-mas,2022,32,111,movistar-team-2022,0
omloop-het-nieuwsblad,dion-smith,2022,28,112,team-bikeexchange-jayco-2022,0
omloop-het-nieuwsblad,julien-morice,2022,30,113,b-b-hotels-ktm-2022,0
omloop-het-nieuwsblad,jordi-meeus,2022,23,114,bora-hansgrohe-2022,0
omloop-het-nieuwsblad,lukas-postlberger,2022,30,115,bora-hansgrohe-2022,0
omloop-het-nieuwsblad,ruben-apers,2022,23,116,sport-vlaanderen-baloise-2022,0
omloop-het-nieuwsblad,tobias-bayer,2022,22,117,alpecin-fenix-2022,0
omloop-het-nieuwsblad,patrick-gamper,2022,25,118,bora-hansgrohe-2022,0
omloop-het-nieuwsblad,arne-marit,2022,23,119,sport-vlaanderen-baloise-2022,0
omloop-het-nieuwsblad,tosh-van-der-sande,2022,31,120,team-jumbo-visma-2022,0
omloop-het-nieuwsblad,leonardo-basso,2022,28,121,astana-qazaqstan-team-2022,0
omloop-het-nieuwsblad,gianni-moscon,2022,27,122,astana-qazaqstan-team-2022,0
omloop-het-nieuwsblad,harry-sweeny,2022,23,123,lotto-soudal-2022,0
omloop-het-nieuwsblad,cyril-lemoine,2022,38,124,b-b-hotels-ktm-2022,0
omloop-het-nieuwsblad,lawrence-naesen,2022,29,DNF,ag2r-citroen-team-2022,0
omloop-het-nieuwsblad,maurice-ballerstedt,2022,21,DNF,alpecin-fenix-2022,0
omloop-het-nieuwsblad,szymon-sajnok,2022,24,DNF,cofidis-2022,0
omloop-het-nieuwsblad,piet-allegaert,2022,27,DNF,cofidis-2022,0
omloop-het-nieuwsblad,eddy-fine,2022,24,DNF,cofidis-2022,0
omloop-het-nieuwsblad,kenneth-van-bilsen,2022,31,DNF,cofidis-2022,0
omloop-het-nieuwsblad,geoffrey-soupe,2022,33,DNF,team-totalenergies-2022,0
omloop-het-nieuwsblad,christopher-lawless,2022,26,DNF,team-totalenergies-2022,0
omloop-het-nieuwsblad,anthony-turgis,2022,27,DNF,team-totalenergies-2022,0
omloop-het-nieuwsblad,edvald-boasson-hagen,2022,34,DNF,team-totalenergies-2022,0
omloop-het-nieuwsblad,antoine-duchesne,2022,30,DNF,groupama-fdj-2022,0
omloop-het-nieuwsblad,lawson-craddock,2022,30,DNF,team-bikeexchange-jayco-2022,0
omloop-het-nieuwsblad,luke-durbridge,2022,30,DNF,team-bikeexchange-jayco-2022,0
omloop-het-nieuwsblad,alexander-konychev,2022,23,DNF,team-bikeexchange-jayco-2022,0
omloop-het-nieuwsblad,alessandro-covi,2022,23,DNF,uae-team-emirates-2022,0
omloop-het-nieuwsblad,oliviero-troia,2022,27,DNF,uae-team-emirates-2022,0
omloop-het-nieuwsblad,fernando-gaviria,2022,27,DNF,uae-team-emirates-2022,0
omloop-het-nieuwsblad,markus-hoelgaard,2022,27,DNF,trek-segafredo-2022,0
omloop-het-nieuwsblad,bert-van-lerberghe,2022,29,DNF,quick-step-alpha-vinyl-2022,0
omloop-het-nieuwsblad,josef-cerny,2022,28,DNF,quick-step-alpha-vinyl-2022,0
omloop-het-nieuwsblad,iljo-keisse,2022,39,DNF,quick-step-alpha-vinyl-2022,0
omloop-het-nieuwsblad,edoardo-affini,2022,25,DNF,team-jumbo-visma-2022,0
omloop-het-nieuwsblad,marius-mayrhofer,2022,21,DNF,team-dsm-2022,0
omloop-het-nieuwsblad,nikias-arndt,2022,30,DNF,team-dsm-2022,0
omloop-het-nieuwsblad,leon-heinschke,2022,22,DNF,team-dsm-2022,0
omloop-het-nieuwsblad,aleksey-lutsenko,2022,29,DNF,astana-qazaqstan-team-2022,0
omloop-het-nieuwsblad,davide-martinelli,2022,28,DNF,astana-qazaqstan-team-2022,0
omloop-het-nieuwsblad,yevgeniy-fedorov,2022,22,DNF,astana-qazaqstan-team-2022,0
omloop-het-nieuwsblad,michele-gazzoli,2022,22,DNF,astana-qazaqstan-team-2022,0
omloop-het-nieuwsblad,ide-schelling,2022,24,DNF,bora-hansgrohe-2022,0
omloop-het-nieuwsblad,marco-haller,2022,30,DNF,bora-hansgrohe-2022,0
omloop-het-nieuwsblad,jonas-abrahamsen,2022,26,DNF,uno-x-pro-cycling-team-2022,0
omloop-het-nieuwsblad,cameron-wurf,2022,38,DNF,ineos-grenadiers-2022,0
omloop-het-nieuwsblad,ludovic-robeet,2022,27,DNF,bingoal-pauwels-sauzen-wb-2022,0
omloop-het-nieuwsblad,mathijs-paasschens,2022,25,DNF,bingoal-pauwels-sauzen-wb-2022,0
omloop-het-nieuwsblad,johan-jacobs,2022,24,DNF,movistar-team-2022,0
omloop-het-nieuwsblad,corbin-strong,2022,21,DNF,israel-premier-tech-2022,0
omloop-het-nieuwsblad,phil-bauhaus,2022,27,DNF,bahrain-victorious-2022,0
omloop-het-nieuwsblad,lukasz-wisniowski,2022,30,DNF,ef-education-easypost-2022,0
omloop-het-nieuwsblad,michael-valgren-andersen,2022,30,DNF,ef-education-easypost-2022,0
omloop-het-nieuwsblad,thomas-scully,2022,32,DNF,ef-education-easypost-2022,0
omloop-het-nieuwsblad,julius-van-den-berg,2022,25,DNF,ef-education-easypost-2022,0
omloop-het-nieuwsblad,quentin-jauregui,2022,27,DNF,b-b-hotels-ktm-2022,0
omloop-het-nieuwsblad,cyril-barthe,2022,26,DNF,b-b-hotels-ktm-2022,0
omloop-het-nieuwsblad,nils-eekhoff,2022,24,DNS,team-dsm-2022,0
omloop-het-nieuwsblad,tim-wellens,2022,30,DNS,lotto-soudal-2022,0
omloop-het-nieuwsblad,sep-vanmarcke,2022,33,DNS,israel-premier-tech-2022,0
omloop-het-nieuwsblad,davide-ballerini,2021,26,1,deceuninck-quick-step-2021,300
omloop-het-nieuwsblad,jake-stewart,2021,21,2,groupama-fdj-2021,250
omloop-het-nieuwsblad,sep-vanmarcke,2021,32,3,israel-start-up-nation-2021,215
omloop-het-nieuwsblad,heinrich-haussler,2021,37,4,bahrain-victorious-2021,175
omloop-het-nieuwsblad,philippe-gilbert,2021,38,5,lotto-soudal-2021,120
omloop-het-nieuwsblad,alex-aranburu,2021,25,6,astana-premier-tech-2021,115
omloop-het-nieuwsblad,florian-senechal,2021,27,7,deceuninck-quick-step-2021,95
omloop-het-nieuwsblad,matteo-trentin,2021,31,8,uae-team-emirates-2021,75
omloop-het-nieuwsblad,kevin-geniets,2021,24,9,groupama-fdj-2021,60
omloop-het-nieuwsblad,nils-politt,2021,26,10,bora-hansgrohe-2021,50
omloop-het-nieuwsblad,ivan-garcia-cortina,2021,25,11,movistar-team-2021,40
omloop-het-nieuwsblad,amaury-capiot,2021,27,12,team-arkea-samsic-2021,35
omloop-het-nieuwsblad,christophe-laporte,2021,28,13,cofidis-2021,30
omloop-het-nieuwsblad,silvan-dillier,2021,30,14,alpecin-fenix-2021,25
omloop-het-nieuwsblad,anthony-turgis,2021,26,15,team-total-direct-energie-2021,20
omloop-het-nieuwsblad,bryan-coquard,2021,28,16,b-b-hotels-pb-ktm-2021,20
omloop-het-nieuwsblad,cedric-beullens,2021,24,17,sport-vlaanderen-baloise-2021,20
omloop-het-nieuwsblad,tom-van-asbroeck,2021,30,18,israel-start-up-nation-2021,20
omloop-het-nieuwsblad,oliver-naesen,2021,30,19,ag2r-citroen-team-2021,20
omloop-het-nieuwsblad,dries-de-bondt,2021,29,20,alpecin-fenix-2021,20
omloop-het-nieuwsblad,gonzalo-serrano,2021,26,21,movistar-team-2021,12
omloop-het-nieuwsblad,owain-doull,2021,27,22,ineos-grenadiers-2021,12
omloop-het-nieuwsblad,soren-kragh-andersen,2021,26,23,team-dsm-2021,12
omloop-het-nieuwsblad,tim-wellens,2021,29,24,lotto-soudal-2021,12
omloop-het-nieuwsblad,jordi-warlop,2021,24,25,sport-vlaanderen-baloise-2021,12
omloop-het-nieuwsblad,lawrence-naesen,2021,28,26,ag2r-citroen-team-2021,12
omloop-het-nieuwsblad,marco-haller,2021,29,27,bahrain-victorious-2021,12
omloop-het-nieuwsblad,aime-de-gendt,2021,26,28,intermarche-wanty-gobert-materiaux-2021,12
omloop-het-nieuwsblad,tiesj-benoot,2021,26,29,team-dsm-2021,12
omloop-het-nieuwsblad,dimitri-claeys,2021,33,30,team-qhubeka-assos-2021,12
omloop-het-nieuwsblad,cyril-barthe,2021,25,31,b-b-hotels-pb-ktm-2021,5
omloop-het-nieuwsblad,lukasz-wisniowski,2021,29,32,team-qhubeka-assos-2021,5
omloop-het-nieuwsblad,greg-van-avermaet,2021,35,33,ag2r-citroen-team-2021,5
omloop-het-nieuwsblad,damien-touze,2021,24,34,ag2r-citroen-team-2021,5
omloop-het-nieuwsblad,jonas-rutsch,2021,23,35,ef-education-nippo-2021,5
omloop-het-nieuwsblad,amund-grondahl-jansen,2021,27,36,team-bikeexchange-2021,5
omloop-het-nieuwsblad,michael-gogl,2021,27,37,team-qhubeka-assos-2021,5
omloop-het-nieuwsblad,stefan-kung,2021,27,38,groupama-fdj-2021,5
omloop-het-nieuwsblad,jhonatan-narvaez,2021,23,39,ineos-grenadiers-2021,5
omloop-het-nieuwsblad,dylan-teuns,2021,28,40,bahrain-victorious-2021,5
omloop-het-nieuwsblad,timo-roosen,2021,28,41,team-jumbo-visma-2021,5
omloop-het-nieuwsblad,gorka-izagirre,2021,33,42,astana-premier-tech-2021,5
omloop-het-nieuwsblad,arjen-livyns,2021,26,43,bingoal-wallonie-bruxelles-2021,5
omloop-het-nieuwsblad,luke-durbridge,2021,29,44,team-bikeexchange-2021,5
omloop-het-nieuwsblad,gianni-moscon,2021,26,45,ineos-grenadiers-2021,5
omloop-het-nieuwsblad,nathan-van-hooydonck,2021,25,46,team-jumbo-visma-2021,5
omloop-het-nieuwsblad,sven-erik-bystrom,2021,29,47,uae-team-emirates-2021,5
omloop-het-nieuwsblad,victor-campenaerts,2021,29,48,team-qhubeka-assos-2021,5
omloop-het-nieuwsblad,kasper-asgreen,2021,26,49,deceuninck-quick-step-2021,5
omloop-het-nieuwsblad,joel-suter,2021,22,50,bingoal-wallonie-bruxelles-2021,5
omloop-het-nieuwsblad,pascal-eenkhoorn,2021,24,51,team-jumbo-visma-2021,2
omloop-het-nieuwsblad,loic-vliegen,2021,27,52,intermarche-wanty-gobert-materiaux-2021,2
omloop-het-nieuwsblad,johan-jacobs,2021,23,53,movistar-team-2021,2
omloop-het-nieuwsblad,piet-allegaert,2021,26,54,cofidis-2021,2
omloop-het-nieuwsblad,thomas-pidcock,2021,21,55,ineos-grenadiers-2021,2
omloop-het-nieuwsblad,yves-lampaert,2021,29,56,deceuninck-quick-step-2021,1
omloop-het-nieuwsblad,julian-alaphilippe,2021,28,57,deceuninck-quick-step-2021,1
omloop-het-nieuwsblad,alexander-kristoff,2021,33,58,uae-team-emirates-2021,1
omloop-het-nieuwsblad,lukas-postlberger,2021,29,59,bora-hansgrohe-2021,1
omloop-het-nieuwsblad,marco-marcato,2021,37,60,uae-team-emirates-2021,1
omloop-het-nieuwsblad,miles-scotson,2021,27,61,groupama-fdj-2021,0
omloop-het-nieuwsblad,romain-bardet,2021,30,62,team-dsm-2021,0
omloop-het-nieuwsblad,alex-kirsch,2021,28,63,trek-segafredo-2021,0
omloop-het-nieuwsblad,andrea-pasqualon,2021,33,64,intermarche-wanty-gobert-materiaux-2021,0
omloop-het-nieuwsblad,jonas-koch,2021,27,65,intermarche-wanty-gobert-materiaux-2021,0
omloop-het-nieuwsblad,ethan-hayter,2021,22,66,ineos-grenadiers-2021,0
omloop-het-nieuwsblad,kenneth-van-rooy,2021,27,67,sport-vlaanderen-baloise-2021,0
omloop-het-nieuwsblad,xandro-meurisse,2021,29,68,alpecin-fenix-2021,0
omloop-het-nieuwsblad,niki-terpstra,2021,36,69,team-total-direct-energie-2021,0
omloop-het-nieuwsblad,oscar-riesebeek,2021,28,70,alpecin-fenix-2021,0
omloop-het-nieuwsblad,stefano-oldani,2021,23,71,lotto-soudal-2021,0
omloop-het-nieuwsblad,milan-menten,2021,24,72,bingoal-wallonie-bruxelles-2021,0
omloop-het-nieuwsblad,mads-wurtz-schmidt,2021,26,73,israel-start-up-nation-2021,0
omloop-het-nieuwsblad,frederik-backaert,2021,30,74,b-b-hotels-pb-ktm-2021,0
omloop-het-nieuwsblad,carlos-barbero,2021,29,75,team-qhubeka-assos-2021,0
omloop-het-nieuwsblad,juri-hollmann,2021,21,76,movistar-team-2021,0
omloop-het-nieuwsblad,andre-carvalho,2021,23,77,cofidis-2021,0
omloop-het-nieuwsblad,joris-nieuwenhuis,2021,25,78,team-dsm-2021,0
omloop-het-nieuwsblad,andreas-kron,2021,22,79,lotto-soudal-2021,0
omloop-het-nieuwsblad,tobias-ludvigsson,2021,30,80,groupama-fdj-2021,0
omloop-het-nieuwsblad,sebastian-langeveld,2021,36,81,ef-education-nippo-2021,0
omloop-het-nieuwsblad,jean-pierre-drucker,2021,34,82,cofidis-2021,0
omloop-het-nieuwsblad,jasper-stuyven,2021,28,83,trek-segafredo-2021,0
omloop-het-nieuwsblad,dion-smith,2021,27,84,team-bikeexchange-2021,0
omloop-het-nieuwsblad,thimo-willems,2021,25,85,sport-vlaanderen-baloise-2021,0
omloop-het-nieuwsblad,edward-theuns,2021,29,86,trek-segafredo-2021,0
omloop-het-nieuwsblad,tom-wirtgen,2021,24,87,bingoal-wallonie-bruxelles-2021,0
omloop-het-nieuwsblad,tom-bohli,2021,27,88,cofidis-2021,0
omloop-het-nieuwsblad,olav-kooij,2021,19,89,team-jumbo-visma-2021,0
omloop-het-nieuwsblad,dries-van-gestel,2021,26,90,team-total-direct-energie-2021,0
omloop-het-nieuwsblad,ryan-mullen,2021,26,91,trek-segafredo-2021,0
omloop-het-nieuwsblad,maarten-wynants,2021,38,92,team-jumbo-visma-2021,0
omloop-het-nieuwsblad,senne-leysen,2021,24,93,alpecin-fenix-2021,0
omloop-het-nieuwsblad,mathias-norsgaard,2021,23,94,movistar-team-2021,0
omloop-het-nieuwsblad,benjamin-declercq,2021,27,95,team-arkea-samsic-2021,0
omloop-het-nieuwsblad,taco-van-der-hoorn,2021,27,96,intermarche-wanty-gobert-materiaux-2021,0
omloop-het-nieuwsblad,daniel-mclay,2021,29,97,team-arkea-samsic-2021,0
omloop-het-nieuwsblad,edvald-boasson-hagen,2021,33,98,team-total-direct-energie-2021,0
